﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
47,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,10,52,臺中市,豐原區,0,2,0,7,2,6,40,4,8,1,5,4,6,6,2,1,1,2,4,1,13,2,9,1,1,C03,7,9,1,10,2,13,,85,85,1,12,4,120.700009,24.23657,2
48,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,10,53,臺中市,西區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,2,,84,84,1,13,4,120.65823,24.141255,2
49,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,10,54,臺中市,東勢區,0,1,0,7,3,6,50,5,1,1,5,4,6,6,3,1,9,5,5,1,13,2,9,5,4,C03,7,6,1,10,2,14,,84,84,1,12,4,120.827196,24.253052,2
50,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,10,59,臺中市,烏日區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,14,3,10,3,1,B03,7,2,1,8,2,7,,49,49,1,6,4,120.650408,24.055558,2
51,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,0,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,45,45,1,6,4,120.544082,24.153127,3
52,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,9,臺中市,豐原區,0,1,0,7,2,6,50,4,4,1,5,4,6,6,1,1,5,5,5,2,13,3,10,1,1,C03,7,9,3,19,2,11,,84,84,1,6,4,120.718926,24.25146,2
53,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,15,臺中市,豐原區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,,,,,,,,,86,86,1,,,120.730775,24.250129,3
54,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,25,臺中市,北屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,84,84,1,6,4,120.721621,24.180186,2
55,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,27,臺中市,南屯區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,10,5,5,2,16,3,10,5,4,B03,7,5,1,8,9,5,,14,14,1,13,4,120.633899,24.136739,2
56,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,28,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,13,4,120.676145,24.159403,3
57,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,31,臺中市,東勢區,0,2,0,7,2,6,25,12,9,1,5,4,6,6,4,4,10,5,5,1,19,2,7,5,4,B03,7,9,1,8,2,1,,84,84,1,12,4,120.855498,24.235837,2
58,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,32,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,8,8,1,12,4,120.637905,24.180813,3
59,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,38,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,47,47,1,6,4,120.597303,24.108473,3
60,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,44,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.614878,24.185208,3
61,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,11,11,1,13,4,120.637979,24.180788,3
62,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,53,臺中市,北屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,12,3,10,2,1,C03,7,9,1,10,2,14,,85,85,1,12,4,120.671416,24.173932,2
63,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,53,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,50,50,1,6,4,120.559424,24.234366,3
64,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,11,57,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,6,4,120.659905,24.096279,3
65,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,0,臺中市,北屯區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,11,,15,15,1,12,4,120.715878,24.170899,2
66,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,5,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,13,4,120.646821,24.112714,3
67,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,5,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,13,4,120.719326,24.17495,3
68,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,11,臺中市,北區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,1,5,4,2,17,3,10,1,1,C03,7,6,1,10,2,12,,11,11,1,12,4,120.669214,24.159253,2
69,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,12,臺中市,西區,0,3,0,7,3,6,50,4,2,1,5,4,6,6,1,1,5,4,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.681983,24.135959,2
70,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,20,臺中市,沙鹿區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,8,3,5,2,17,2,9,5,4,C03,7,5,1,10,2,14,,20,20,1,13,4,120.556759,24.232565,2
71,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,28,臺中市,北區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,18,2,9,1,1,C03,7,9,1,9,2,12,,84,84,1,12,4,120.686349,24.154764,2
72,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,40,臺中市,大甲區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,9,1,8,2,1,,58,58,1,6,4,120.623232,24.345583,2
73,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,41,臺中市,霧峰區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,1,17,2,9,1,1,C03,7,10,1,10,2,11,,7,7,1,13,4,120.70017,24.07499,2
74,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,44,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,13,4,120.675422,24.133556,3
75,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,50,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,2,3,10,3,1,B03,7,9,1,8,2,2,,8,8,1,13,4,120.686446,24.14792,2
76,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,50,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,18,2,9,5,4,C03,7,9,1,10,2,12,,59,59,1,12,4,120.686345,24.202723,2
77,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,12,52,臺中市,大雅區,0,0,0,7,1,6,70,13,7,1,5,4,6,6,,1,1,4,4,1,17,,,,,B03,,,1,,1,,,56,56,1,13,4,120.636903,24.234716,3
78,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,2,臺中市,外埔區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,14,14,1,12,4,120.637021,24.342064,2
79,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,4,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,84,84,1,13,4,120.718867,24.154317,3
80,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,10,臺中市,太平區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.7173,24.128374,2
81,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,14,臺中市,西區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,2,8,1,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.673416,24.147524,2
82,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,27,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,4,4,2,15,2,9,2,1,C03,7,9,3,19,2,11,,21,21,1,12,4,120.634637,24.164941,2
83,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,30,臺中市,南屯區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,14,14,1,6,4,120.647798,24.144232,3
84,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,30,臺中市,沙鹿區,0,0,0,7,2,6,60,3,7,1,5,4,6,6,1,1,1,3,4,1,13,,,,,B11,,,1,,2,,,7,7,1,12,4,120.590204,24.25011,3
85,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,34,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.675406,24.159214,3
86,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,36,臺中市,北區,0,1,0,7,2,6,40,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,4,1,B03,7,14,1,8,2,4,,76,76,1,12,4,120.681943,24.151779,2
87,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,37,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.576157,24.177332,3
88,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,40,臺中市,沙鹿區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,1,3,1,1,17,3,10,5,4,C03,7,9,1,10,2,13,,8,8,1,13,4,120.597497,24.250135,2
89,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,42,臺中市,霧峰區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B12,7,11,1,8,2,16,,25,25,1,13,4,120.699084,24.077914,2
90,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,45,臺中市,神岡區,0,0,0,7,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,86,86,1,,,120.65981,24.268634,3
91,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,53,臺中市,西屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,3,4,3,2,13,2,9,5,1,C03,7,9,1,8,1,11,,7,7,1,12,4,120.641863,24.167535,2
92,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,13,58,臺中市,大甲區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,5,5,5,1,16,3,10,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.62522,24.34896,2
93,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,3,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,11,,21,21,1,12,4,120.651374,24.148845,2
94,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,5,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,50,50,1,12,4,120.648801,24.130629,3
95,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,7,臺中市,大甲區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,5,5,4,2,16,2,8,2,1,C03,7,6,3,19,2,14,,48,48,1,6,4,120.627038,24.345308,2
96,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,11,臺中市,梧棲區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,4,2,16,2,7,1,1,C03,7,6,3,19,2,14,,44,44,2,12,4,120.530859,24.255711,2
97,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,19,臺中市,南區,0,3,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,12,,4,4,1,6,4,120.674148,24.128805,2
98,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,20,臺中市,清水區,0,0,0,7,3,6,50,3,2,1,5,4,6,6,4,4,9,4,5,1,13,3,10,3,1,B03,7,9,5,19,8,1,,59,59,1,12,4,120.573671,24.269315,3
99,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,27,臺中市,龍井區,0,0,0,7,,,70,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.535908,24.194389,3
100,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,30,臺中市,南屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,4,5,2,12,3,10,3,1,B03,7,5,1,8,2,2,,20,20,1,12,4,120.615231,24.147953,2
101,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,34,臺中市,大肚區,0,0,0,5,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.583205,24.168136,3
102,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,35,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,13,4,120.68471,24.153172,3
103,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,39,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,85,85,1,6,4,120.63748,24.137859,4
104,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,41,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B12,,,1,,2,,,84,84,1,6,4,120.668466,24.195411,3
105,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,50,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,7,7,1,12,4,120.680808,24.17657,3
106,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,52,臺中市,龍井區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.574348,24.195944,3
107,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,14,57,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,13,4,120.69767,24.161225,3
108,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,15,0,臺中市,大安區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,6,4,120.594143,24.359266,3
109,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,15,2,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,6,4,120.575296,24.19982,3
110,66000,387130000C,(04)23274275,(04)23288582,2025,06,1,15,9,臺中市,霧峰區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,8,,11,11,1,12,4,120.694871,24.065856,2
