﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
1071,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,6,58,臺中市,北屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,3,10,1,1,C03,7,15,1,10,2,12,,34,34,1,12,4,120.725006,24.163621,2
1072,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,6,臺中市,北區,0,1,0,6,2,6,50,4,2,1,5,4,6,6,1,1,5,4,4,2,18,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,12,4,120.678482,24.159011,2
1073,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,8,臺中市,南區,0,1,0,7,2,6,50,13,9,1,4,4,6,6,4,4,9,4,5,2,17,3,10,3,1,B03,7,1,1,8,2,4,,51,51,1,13,4,120.659403,24.113632,2
1074,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,10,臺中市,石岡區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,12,4,120.7765,24.276443,3
1075,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,14,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,6,1,12,4,120.654387,24.21114,3
1076,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,15,臺中市,烏日區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,4,4,2,16,3,10,3,1,B03,7,6,1,8,2,5,,39,39,1,6,4,120.60728,24.110265,2
1077,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,15,臺中市,沙鹿區,0,1,0,7,2,6,50,13,7,1,4,4,6,6,1,1,1,3,4,2,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.565863,24.232527,2
1078,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,17,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,58,58,1,6,4,120.706796,24.169598,3
1079,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,17,臺中市,清水區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,5,,58,58,1,12,4,120.545752,24.263304,2
1080,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,20,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,59,59,1,13,4,120.721098,24.195866,3
1081,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,20,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.53707,24.251239,3
1082,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,22,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.646977,24.195859,3
1083,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,23,臺中市,北區,0,1,0,7,2,6,50,4,9,1,5,4,6,6,1,1,5,4,5,2,13,3,10,1,1,C03,7,9,2,19,2,11,,7,7,1,12,4,120.684977,24.165021,2
1084,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,23,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,4,4,5,2,15,3,10,5,4,B03,7,9,1,8,2,1,,12,12,1,13,4,120.650436,24.167138,2
1085,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,24,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,7,7,1,12,4,120.714304,24.075654,3
1086,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,25,臺中市,潭子區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,2,7,2,1,C03,7,4,1,10,2,12,,4,4,1,13,4,120.723769,24.203945,2
1087,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,25,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,C03,,,1,,2,,,49,49,1,12,4,120.691812,24.046908,3
1088,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,25,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,50,1,12,4,120.721224,24.240238,3
1089,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,27,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,1,1,8,2,1,,51,51,1,13,4,120.658813,24.141573,2
1090,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,27,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.617498,24.185346,3
1091,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,27,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,58,58,1,12,4,120.687312,24.119228,3
1092,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,30,臺中市,西屯區,0,2,0,7,1,6,50,4,2,1,4,4,6,6,2,1,10,5,5,2,12,2,9,1,1,C03,7,9,1,10,2,14,,7,7,1,13,4,120.614022,24.174996,2
1093,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,37,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.702375,24.170891,2
1094,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,38,臺中市,大里區,0,0,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,1,17,,,,,B03,,,1,,2,,,15,15,1,13,4,120.686678,24.117399,3
1095,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,39,臺中市,大里區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,1,1,5,5,4,2,12,2,9,1,1,C03,7,15,1,10,2,14,,42,42,1,13,4,120.679671,24.095498,2
1096,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,39,臺中市,太平區,0,1,0,6,2,6,50,8,9,1,5,4,6,6,4,4,5,4,5,2,13,2,8,1,1,C03,7,9,1,10,2,14,,59,59,1,6,4,120.723689,24.133889,2
1097,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,40,臺中市,南屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,14,2,9,1,1,C03,7,2,1,10,2,13,,49,49,1,12,4,120.614438,24.151673,2
1098,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,40,臺中市,西屯區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,4,4,1,12,2,9,2,1,C03,7,8,1,10,2,13,,40,40,1,12,4,120.609661,24.185448,2
1099,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,40,臺中市,太平區,0,2,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.729744,24.103212,2
1100,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,42,臺中市,潭子區,0,1,0,7,2,6,60,13,12,1,5,4,6,6,4,4,1,4,4,1,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,13,4,120.690125,24.22554,2
1101,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,42,臺中市,神岡區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,16,3,10,5,4,B03,7,6,1,8,2,6,,11,11,1,12,4,120.64386,24.253162,2
1102,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,44,臺中市,石岡區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,12,4,120.76687,24.278185,3
1103,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,45,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,51,51,1,12,4,120.671398,24.119158,4
1104,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,45,臺中市,烏日區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,2,9,1,1,C03,7,3,3,19,2,11,,20,20,1,6,4,120.650194,24.11132,2
1105,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,47,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,A42,,,1,,1,,,7,7,1,12,4,120.566418,24.204474,3
1106,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,47,臺中市,沙鹿區,0,1,0,7,3,6,30,5,1,1,5,4,6,6,1,1,10,5,5,2,12,3,10,2,1,C03,7,1,1,10,2,12,,51,51,1,13,4,120.568188,24.238013,2
1107,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,49,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B02,7,6,1,8,2,5,,48,48,1,6,4,120.690494,24.192772,2
1108,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,50,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.651816,24.165933,3
1109,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,50,臺中市,大甲區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,1,1,5,4,5,1,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,7,4,120.646825,24.405393,2
1110,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,53,臺中市,烏日區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,12,3,10,3,1,B01,7,5,1,4,2,2,,47,47,1,6,4,120.607517,24.111886,2
1111,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,53,臺中市,梧棲區,0,1,0,7,3,6,40,4,8,1,5,4,6,6,1,1,1,4,1,1,18,2,9,1,1,C03,7,9,1,10,2,16,,87,87,1,6,4,120.52737,24.230442,2
1112,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,54,臺中市,北區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,5,4,5,2,16,3,10,5,4,C03,7,6,1,10,2,16,,39,39,1,12,4,120.686942,24.161583,2
1113,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,57,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,2,4,2,16,3,10,2,1,C03,7,5,1,10,2,13,,84,84,1,12,4,120.653126,24.150909,2
1114,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,7,59,臺中市,北區,0,2,0,7,2,6,50,13,8,1,5,4,6,6,4,4,8,3,4,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.673193,24.167689,2
1115,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,0,臺中市,潭子區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,1,1,5,4,5,2,17,3,10,3,1,B03,7,14,1,8,2,6,,76,76,1,13,4,120.710482,24.233789,2
1116,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,0,臺中市,東區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,9,4,4,2,17,3,10,3,1,B12,7,9,1,8,2,1,,7,7,1,12,4,120.685038,24.12957,2
1117,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,5,臺中市,沙鹿區,0,0,0,7,2,6,40,13,14,1,5,4,6,6,4,4,4,3,4,2,12,,,,,B03,,,1,,1,,,50,50,1,12,4,120.562858,24.237433,3
1118,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,8,臺中市,龍井區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,2,1,5,5,5,1,17,2,9,2,1,C03,7,6,1,10,2,14,,8,8,1,12,4,120.547529,24.190727,2
1119,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,9,臺中市,南區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,17,3,10,3,1,B03,7,11,1,8,2,4,,45,45,1,12,4,120.673585,24.124004,2
1120,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,10,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,12,4,120.694318,24.120995,3
1121,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,10,臺中市,烏日區,0,2,0,7,2,6,30,5,1,1,5,4,6,6,4,4,10,5,5,1,15,2,9,1,1,C02,7,9,1,9,2,11,,15,15,1,6,4,120.632593,24.070651,2
1122,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,13,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,6,4,120.722274,24.168125,3
1123,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,14,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,4,2,16,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,12,4,120.722612,24.179916,2
1124,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,14,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,2,5,2,13,2,9,2,1,C02,7,9,1,9,2,14,12,7,7,1,12,4,120.68796,24.171873,2
1125,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,16,臺中市,南區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,16,3,10,3,1,B12,7,6,1,8,2,2,,20,20,1,13,4,120.657617,24.108923,2
1126,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,16,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,7,,13,13,1,13,4,120.617561,24.152541,2
1127,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,17,臺中市,大雅區,0,1,0,7,2,6,30,4,2,1,5,4,6,6,2,1,10,4,5,1,17,2,8,1,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.651683,24.223712,2
1128,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,19,臺中市,北屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,2,,84,84,1,9,4,120.719512,24.172797,2
1129,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,24,臺中市,大里區,0,1,0,6,3,6,40,3,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,C03,7,9,1,10,2,14,,1,1,1,13,4,120.727723,24.086929,2
1130,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,26,臺中市,南屯區,0,1,0,7,2,6,40,3,8,1,5,4,6,6,4,4,1,4,3,2,12,2,8,1,1,C03,7,12,1,10,2,11,,84,84,1,12,4,120.613845,24.148798,2
1131,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,27,臺中市,潭子區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,1,1,5,2,5,1,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.719838,24.193679,2
1132,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,33,臺中市,中區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,3,10,5,4,B03,7,9,1,8,2,4,,21,21,1,13,4,120.679157,24.145556,2
1133,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,34,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,39,39,1,12,4,120.626468,24.156488,3
1134,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,36,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.625105,24.106933,3
1135,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,37,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,12,3,10,1,1,C03,7,4,1,10,2,14,,1,1,1,6,4,120.681941,24.179289,2
1136,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,39,臺中市,西屯區,0,1,0,7,2,6,30,4,1,1,5,4,3,3,4,4,10,5,5,2,15,2,9,2,1,C03,7,9,1,10,2,11,,15,15,1,12,4,120.653141,24.164558,2
1137,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,39,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,B03,,,1,,1,,,8,8,1,12,4,120.684826,24.080299,3
1138,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,39,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,8,1,13,4,120.70324,24.23821,3
1139,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,41,臺中市,大雅區,0,2,0,7,3,6,50,4,2,1,5,4,6,6,4,4,5,2,5,1,17,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.648298,24.221932,2
1140,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,41,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,58,58,1,12,4,120.697851,24.082323,3
1141,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,45,臺中市,沙鹿區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,4,4,5,5,5,2,12,2,6,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.568018,24.22482,2
1142,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,53,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,11,,,8,8,1,13,4,120.659424,24.166579,3
1143,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,55,臺中市,西區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,1,4,5,2,13,2,9,1,1,C03,7,9,1,9,2,11,,84,84,1,12,4,120.674173,24.148609,2
1144,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,56,臺中市,西屯區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,4,5,5,2,13,2,8,5,4,C03,7,9,1,10,2,11,,88,88,1,13,4,120.658347,24.162036,2
1145,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,8,57,臺中市,后里區,0,2,0,7,2,6,60,3,1,1,5,4,6,6,3,1,10,5,5,2,16,2,9,1,1,C03,7,8,1,10,2,14,,40,40,1,6,4,120.722836,24.310451,2
1146,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,0,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.637784,24.129872,3
1147,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,0,臺中市,大甲區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,3,1,10,5,5,2,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,6,4,120.630577,24.347153,2
1148,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,10,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,1,6,2,1,10,5,5,2,16,2,3,3,1,B03,7,5,1,8,2,6,,84,84,1,6,4,120.721605,24.162579,2
1149,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,10,臺中市,沙鹿區,0,0,0,7,2,6,50,4,7,1,5,4,6,6,1,1,4,3,4,2,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.568054,24.253934,3
1150,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,15,臺中市,大里區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.697117,24.08437,3
1151,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,20,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,82,82,1,12,4,120.573955,24.230013,3
1152,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,24,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,8,1,6,4,120.670723,24.136171,3
1153,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,33,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,35,,,,,F06,,,7,,1,,,50,50,1,13,5,120.623076,24.350773,3
1154,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,40,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,5,,1,,,84,84,1,12,4,120.604782,24.18344,3
1155,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,40,臺中市,梧棲區,0,0,0,7,,,70,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,20,20,1,12,4,120.524932,24.254029,3
1156,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,41,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.698988,24.109911,3
1157,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,47,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,84,84,1,12,4,120.716065,24.094488,3
1158,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,50,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,6,4,120.581747,24.187886,3
1159,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,53,臺中市,烏日區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,3,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,12,,20,20,1,6,4,120.618777,24.103323,2
1160,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,9,55,臺中市,南屯區,0,0,0,7,3,6,50,4,1,1,5,4,6,6,4,4,5,5,4,2,16,,,,,B03,,,1,,1,,,20,20,1,12,4,120.647787,24.141778,3
1161,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,6,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,3,10,5,4,B03,7,15,1,8,2,15,,76,76,1,12,4,120.696782,24.089147,2
1162,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,12,臺中市,東區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.698293,24.125097,2
1163,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,12,臺中市,石岡區,0,3,0,6,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,17,2,7,5,4,C03,7,5,1,10,2,11,14,84,84,1,13,4,120.795825,24.273726,2
1164,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,14,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,13,4,120.61978,24.180941,3
1165,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,17,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,41,41,1,12,4,120.660378,24.207664,3
1166,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,20,臺中市,南屯區,0,0,0,7,3,6,60,13,7,1,5,4,6,6,1,1,3,4,1,2,13,,,,,B13,,,1,,1,,,7,7,1,12,4,120.633136,24.124195,3
1167,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,25,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,20,20,1,13,4,120.701225,24.196621,3
1168,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,30,臺中市,大里區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,4,4,5,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,14,,14,14,1,12,4,120.70008,24.109014,2
1169,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,30,臺中市,霧峰區,0,2,0,7,3,6,40,4,9,1,5,4,6,6,1,1,10,5,5,2,12,2,9,1,1,C03,7,9,1,10,2,14,,1,1,1,13,4,120.679824,24.065003,2
1170,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,32,臺中市,霧峰區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,13,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,5,4,120.708119,24.073997,2
1171,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,37,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,2,9,2,1,C03,7,9,1,10,1,11,,59,59,1,13,4,120.646564,24.134687,2
1172,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,42,臺中市,大里區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,1,1,5,4,5,1,13,,,,,B03,,,1,,1,,,84,84,1,13,4,120.70156,24.12441,3
1173,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,42,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,9,,,84,84,2,12,4,120.718321,24.131553,3
1174,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,45,臺中市,南屯區,0,2,0,6,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,6,4,F01,7,6,7,21,2,11,,48,48,1,13,4,120.633681,24.152381,2
1175,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,45,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,12,12,1,12,4,120.738629,24.062061,3
1176,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,46,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,50,1,13,4,120.649494,24.13675,3
1177,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,47,臺中市,后里區,0,0,0,7,,,50,,,,,,,,,,,,,,30,,,,,B03,,,1,,2,,,76,76,1,6,4,120.717616,24.307261,3
1178,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,10,51,臺中市,西屯區,0,2,0,6,2,6,50,3,9,1,5,4,6,6,1,1,1,4,5,2,16,3,10,5,4,B03,7,7,1,8,2,5,,40,40,1,12,4,120.628836,24.162277,2
1179,66000,387130000C,(04)23274275,(04)23288582,2025,06,4,11,5,臺中市,烏日區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,14,14,1,6,4,120.621528,24.104023,2
