﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
"4237","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","22","47","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B01","","","1","","1","","","26","26","1","12","4","120.717566","24.11982","3"
"4238","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","22","55","臺中市","中區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","13","4","120.675745","24.144265","3"
"4239","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","23","15","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","85","85","1","6","4","120.691349","24.172172","3"
"4240","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","23","23","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","59","59","2","6","4","120.681204","24.194311","3"
"4241","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","23","31","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","C03","","","1","","1","","","11","11","1","12","4","120.643112","24.178282","3"
"4242","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","23","49","臺中市","大安區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","8","8","2","6","4","120.603925","24.379649","3"
"4243","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","23","54","臺中市","大甲區","0","0","0","7","","","50","","","","","","","","","","","","","","9","","","","","B03","","","3","","2","","","50","50","1","13","4","120.628506","24.345024","3"
"4244","66000","387130000C","(04)23274275","(04)23288582","2026","2","10","23","56","臺中市","大肚區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","5","5","5","2","18","2","9","1","1","C03","7","9","1","10","2","14","","84","84","1","6","4","120.551084","24.158143","2"
"4245","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","0","15","臺中市","大肚區","0","0","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","1","","","120.560623","24.124689","3"
"4246","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","0","20","臺中市","大里區","0","0","0","7","","3","50","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","40","40","1","12","4","120.685434","24.092045","3"
"4247","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","0","38","臺中市","大甲區","0","0","0","7","","","60","","","","","","","","","","","","","","9","","","","","B03","","","1","","2","","","84","84","1","13","4","120.617389","24.346538","3"
"4248","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","2","0","臺中市","北區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","77","77","1","12","4","120.697319","24.153288","3"
"4249","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","2","22","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","A12","","","1","","2","","","8","8","1","12","4","120.663584","24.165206","3"
"4250","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","2","44","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B12","","","1","","1","","","7","7","1","12","4","120.618732","24.187787","3"
"4251","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","2","45","臺中市","北屯區","0","1","0","7","1","6","50","3","2","1","5","4","6","6","1","1","1","4","5","2","30","2","9","1","1","C03","7","9","1","10","2","14","","82","82","1","6","4","120.695569","24.167021","2"
"4252","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","3","10","臺中市","西屯區","0","1","0","7","1","6","30","13","9","1","5","4","6","6","4","4","10","5","5","2","17","2","8","1","1","C03","7","9","1","10","2","11","","59","59","1","12","4","120.646543","24.182879","2"
"4253","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","3","22","臺中市","北屯區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","3","4","5","2","13","2","9","1","1","C04","7","9","1","10","2","11","","84","84","1","13","4","120.661295","24.189974","2"
"4254","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","4","20","臺中市","沙鹿區","0","1","0","7","1","6","40","13","8","1","5","4","6","6","4","4","1","4","1","2","17","2","9","1","1","C03","7","9","1","9","2","12","","82","82","1","12","4","120.578039","24.250505","2"
"4255","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","5","8","臺中市","南屯區","0","0","0","6","","3","80","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","85","85","1","6","4","120.619826","24.121355","3"
"4256","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","5","39","臺中市","潭子區","0","0","0","6","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","1","","","120.706478","24.209085","3"
"4257","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","5","57","臺中市","大肚區","0","2","0","7","1","6","50","3","1","1","5","4","6","6","1","1","5","5","5","2","16","2","8","1","1","C03","7","11","1","10","2","14","","32","32","1","6","4","120.539732","24.159703","2"
"4258","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","6","6","臺中市","東勢區","0","1","0","7","2","6","50","4","2","1","5","4","6","6","1","1","5","5","5","1","11","3","10","5","4","B03","7","6","1","8","2","8","","8","8","1","13","4","120.830948","24.261866","2"
"4259","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","6","21","臺中市","潭子區","0","2","0","7","3","6","50","13","8","1","5","4","6","6","4","4","1","4","4","1","17","2","9","2","1","C03","7","9","1","10","2","12","14","84","84","1","13","4","120.70261","24.188268","2"
"4260","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","6","23","臺中市","南屯區","0","0","0","7","","","30","","","","","","","","","","","","","","15","","","","","C03","","","1","","1","","","11","11","1","13","4","120.611992","24.140266","3"
"4261","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","6","36","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","15","","","","","B12","","","1","","2","","","24","24","1","6","4","120.687636","24.195207","3"
"4262","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","6","55","臺中市","北屯區","0","1","0","7","2","6","50","4","2","1","5","4","6","6","1","1","5","4","5","2","17","3","10","3","1","B03","7","7","5","19","8","5","","53","53","1","12","4","120.722543","24.176029","2"
"4263","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","4","臺中市","大里區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","5","5","1","17","3","10","3","1","B12","7","4","1","8","2","2","","84","84","1","12","4","120.686152","24.113534","2"
"4264","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","15","臺中市","南屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","2","1","10","5","5","2","17","3","10","1","1","C03","7","15","1","10","2","13","","84","84","1","13","4","120.634806","24.153878","2"
"4265","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","20","臺中市","南屯區","0","1","0","7","3","6","50","4","9","1","5","4","6","6","2","1","3","4","5","1","12","3","10","3","1","B03","7","7","1","8","2","2","","7","7","1","12","4","120.640409","24.141619","2"
"4266","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","20","臺中市","烏日區","0","0","0","7","","","30","","","","","","","","","","","","","","11","","","","","B03","","","1","","1","","","8","8","1","6","4","120.644311","24.073205","3"
"4267","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","20","臺中市","清水區","0","0","0","7","","","40","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","50","50","1","12","4","120.571679","24.260955","3"
"4268","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","22","臺中市","神岡區","0","0","0","7","2","6","50","13","9","1","5","4","6","6","4","4","9","5","5","1","17","3","10","3","1","B03","7","2","1","8","2","3","3","49","49","1","12","4","120.656445","24.253973","3"
"4269","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","25","臺中市","西屯區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","2","9","1","1","C03","7","6","5","10","2","14","","14","14","1","13","4","120.663671","24.166087","2"
"4270","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","26","臺中市","北屯區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","84","84","1","12","4","120.666471","24.182729","3"
"4271","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","30","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","5","","1","","","7","7","1","12","4","120.63626","24.181943","3"
"4272","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","30","臺中市","大肚區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","5","","2","","","59","59","1","12","4","120.542481","24.165828","3"
"4273","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","33","臺中市","大里區","0","2","0","7","2","6","40","4","1","1","5","4","6","6","1","1","10","5","5","2","17","3","10","3","1","B03","7","6","1","8","2","2","","11","11","1","6","4","120.695387","24.096954","2"
"4274","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","35","臺中市","大雅區","0","2","0","7","2","6","50","13","9","1","5","4","6","6","4","4","8","3","5","1","12","3","10","3","4","B03","7","6","1","8","1","16","","84","84","1","12","4","120.629405","24.207946","2"
"4275","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","38","臺中市","大雅區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","7","1","13","4","120.615094","24.220246","3"
"4276","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","38","臺中市","北屯區","0","1","0","7","2","6","40","4","4","1","5","4","6","6","2","1","3","4","4","2","13","2","9","1","1","C03","7","9","1","10","1","11","","7","7","1","12","4","120.665311","24.183694","2"
"4277","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","38","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.618665","24.181578","3"
"4278","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","38","臺中市","沙鹿區","0","0","0","7","","","40","","","","","","","","","","","","","","13","","","","","C03","","","1","","2","","","7","7","1","12","4","120.558911","24.241738","3"
"4279","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","39","臺中市","南屯區","0","0","0","7","","3","40","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","20","20","1","12","4","120.623276","24.150275","3"
"4280","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","39","臺中市","西屯區","0","0","0","7","","","60","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","12","4","120.637152","24.185844","3"
"4281","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","41","臺中市","大里區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","84","84","1","12","4","120.689183","24.116488","3"
"4282","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","41","臺中市","沙鹿區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B03","7","6","1","8","2","8","","14","14","1","6","4","120.605234","24.244569","2"
"4283","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","42","臺中市","大里區","0","1","0","7","2","6","60","13","7","1","5","4","6","6","4","4","1","4","4","2","13","2","9","2","1","C03","7","9","1","10","2","11","","37","37","1","13","4","120.688469","24.081456","2"
"4284","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","43","臺中市","太平區","0","1","0","7","2","6","50","4","2","1","5","4","6","6","2","1","5","5","5","1","13","2","9","2","1","C04","7","8","1","10","2","13","","40","40","1","12","4","120.713918","24.145153","2"
"4285","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","43","臺中市","神岡區","0","1","0","7","1","6","30","4","2","1","5","4","6","6","4","4","10","5","5","2","17","2","9","1","4","C03","7","9","1","10","2","14","","43","43","1","12","4","120.696702","24.244844","2"
"4286","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","44","臺中市","大里區","0","1","0","7","2","6","50","13","7","1","5","4","6","6","4","4","9","5","4","2","17","3","10","3","1","B03","7","11","1","8","2","4","","45","45","1","12","4","120.69236","24.117827","2"
"4287","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","45","臺中市","大雅區","0","2","0","7","2","6","50","3","9","1","5","4","6","6","3","1","4","1","5","2","17","2","9","1","4","C03","7","6","1","10","2","14","","48","48","1","12","4","120.65789","24.244465","2"
"4288","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","45","臺中市","北區","0","3","0","7","2","6","50","4","1","1","5","4","6","6","2","1","3","4","5","2","17","2","8","1","1","C03","7","5","1","10","2","12","","47","47","1","12","4","120.692242","24.161434","2"
"4289","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","45","臺中市","南屯區","0","1","0","7","3","6","60","3","1","1","5","4","6","6","1","1","10","5","5","2","12","3","10","3","1","B03","7","7","1","8","2","2","","40","40","1","13","4","120.587213","24.161356","2"
"4290","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","47","臺中市","西屯區","0","2","0","7","2","6","30","3","2","1","5","4","6","6","4","4","10","5","5","1","17","2","9","5","1","C03","7","1","1","10","2","11","","51","51","1","12","4","120.655084","24.160448","2"
"4291","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","47","臺中市","龍井區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","2","1","10","5","5","2","16","3","10","1","1","C03","7","5","1","10","2","13","","8","8","1","6","4","120.593065","24.182807","2"
"4292","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","47","臺中市","梧棲區","0","1","0","7","2","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","11","","12","12","1","12","4","120.543547","24.229706","2"
"4293","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","47","臺中市","后里區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","B03","","","1","","2","","","45","45","1","12","4","120.718056","24.310068","3"
"4294","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","47","臺中市","豐原區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","5","5","4","2","17","2","9","5","4","C03","7","9","1","10","2","16","","84","84","1","12","4","120.716013","24.254133","2"
"4295","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","48","臺中市","龍井區","0","0","0","7","","","40","","","","","","","","","","","","","","13","","","","","A42","","","1","","1","","","7","7","1","13","4","120.496467","24.212999","3"
"4296","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","48","臺中市","梧棲區","0","1","0","7","2","6","30","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B03","7","5","1","8","2","8","","14","14","1","12","4","120.528308","24.258815","2"
"4297","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","50","臺中市","南屯區","0","1","0","7","3","6","50","4","1","1","5","4","6","6","4","4","5","5","5","2","12","3","10","3","1","B03","7","11","1","8","2","4","","20","20","1","12","4","120.642609","24.15035","2"
"4298","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","51","臺中市","太平區","0","1","0","7","2","6","30","4","1","1","5","4","6","6","3","1","10","5","5","2","15","2","9","2","1","C03","7","9","1","8","2","12","","24","24","1","12","4","120.723159","24.142083","2"
"4299","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","52","臺中市","大雅區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","84","84","1","13","4","120.673576","24.226344","3"
"4300","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","52","臺中市","烏日區","0","2","0","7","2","6","50","13","9","1","5","4","6","6","4","4","10","5","5","1","13","2","7","2","1","C03","7","12","1","10","2","13","11","87","87","1","6","4","120.658131","24.099651","2"
"4301","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","53","臺中市","烏日區","0","0","0","7","","","30","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","6","4","120.648939","24.069441","3"
"4302","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","53","臺中市","豐原區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","12","4","120.699815","24.24629","4"
"4303","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","54","臺中市","西屯區","0","2","0","6","2","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","5","4","C03","7","9","1","10","2","11","","15","15","1","12","4","120.650759","24.173424","2"
"4304","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","54","臺中市","神岡區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","1","1","1","2","4","2","17","2","9","1","1","C03","7","9","1","10","2","12","12","21","21","1","12","4","120.683127","24.24671","2"
"4305","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","55","臺中市","大肚區","0","0","0","7","","","30","","","","","","","","","","","","","","10","","","","","C03","","","1","","1","","","8","8","1","12","4","120.569681","24.122801","3"
"4306","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","56","臺中市","北屯區","0","1","0","7","3","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B03","7","6","1","2","2","1","","14","14","1","12","4","120.716314","24.165859","2"
"4307","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","7","57","臺中市","南屯區","0","2","0","7","2","6","50","3","1","1","5","4","6","6","4","4","9","5","5","2","13","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.637783","24.138945","2"
"4308","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","0","臺中市","西區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","13","3","10","5","4","C03","7","9","1","10","2","11","","7","7","1","13","4","120.659554","24.146825","2"
"4309","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","3","臺中市","西屯區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","9","1","1","C03","7","6","1","10","2","14","","48","48","1","12","4","120.62228","24.174097","2"
"4310","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","4","臺中市","潭子區","0","0","0","7","","","60","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","7","7","1","13","4","120.705242","24.214766","3"
"4311","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","6","臺中市","大雅區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","85","85","2","12","4","120.654476","24.212618","3"
"4312","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","6","臺中市","烏日區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","2","1","C03","7","9","1","10","2","14","","12","12","1","6","4","120.649546","24.070206","2"
"4313","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","9","臺中市","大里區","0","1","0","7","2","6","30","3","1","1","5","4","6","6","3","1","10","5","5","1","16","3","10","3","1","B03","7","6","1","8","2","1","","24","24","1","12","4","120.665104","24.096776","2"
"4314","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","9","臺中市","大里區","0","2","0","7","3","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","4","1","F03","7","1","7","21","2","12","","51","51","1","13","4","120.719472","24.094028","2"
"4315","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","11","臺中市","南屯區","0","1","0","7","2","6","50","4","2","1","5","4","6","6","4","4","9","4","4","2","11","3","10","3","1","B03","7","6","1","8","2","2","","39","39","1","12","4","120.637929","24.139165","2"
"4316","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","14","臺中市","烏日區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","13","4","120.609607","24.112492","3"
"4317","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","15","臺中市","潭子區","0","1","0","6","2","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","12","","15","15","1","13","4","120.706823","24.21039","2"
"4318","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","18","臺中市","后里區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","4","4","10","5","5","2","2","3","10","1","1","C03","7","9","1","10","2","11","","59","59","1","12","4","120.7206","24.307875","2"
"4319","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","20","臺中市","北屯區","0","1","0","7","3","6","50","4","2","1","5","4","6","6","1","1","1","4","4","2","13","2","9","1","1","C03","7","9","1","10","2","11","","59","59","1","6","4","120.685492","24.173119","2"
"4320","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","21","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","C03","","","6","","1","","","85","85","1","13","4","120.689127","24.158282","4"
"4321","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","22","臺中市","大雅區","0","0","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","119","1","","","120.649827","24.226486","3"
"4322","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","22","臺中市","沙鹿區","0","1","0","7","2","6","60","13","7","1","5","4","6","6","4","4","1","4","4","1","13","2","8","3","1","B03","7","9","1","8","2","1","","7","7","1","6","4","120.615895","24.243809","2"
"4323","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","25","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","84","84","1","12","4","120.64111","24.173543","3"
"4324","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","25","臺中市","西屯區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","13","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","13","4","120.649613","24.16279","2"
"4325","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","26","臺中市","西屯區","0","1","0","7","2","6","35","3","9","1","5","4","6","6","4","4","10","5","5","2","16","3","10","1","1","C03","7","6","1","10","2","16","","14","14","1","12","4","120.628474","24.172823","2"
"4326","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","27","臺中市","北屯區","0","1","0","7","1","6","50","4","2","1","5","4","6","6","4","4","10","4","5","2","15","3","10","3","1","B03","7","9","1","8","2","1","","12","12","1","13","4","120.689182","24.163825","2"
"4327","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","27","臺中市","西屯區","0","1","0","7","2","6","50","13","9","1","5","4","6","6","1","1","1","4","5","1","18","2","9","5","1","C04","7","9","1","11","2","14","","59","59","1","12","4","120.64279","24.172435","2"
"4328","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","27","臺中市","龍井區","0","0","0","7","","","60","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","78","78","1","6","4","120.586465","24.186106","3"
"4329","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","28","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B12","","","1","","2","","","40","40","1","12","4","120.644885","24.171035","3"
"4330","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","30","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","56","56","1","12","4","120.690352","24.179297","3"
"4331","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","30","臺中市","清水區","0","0","0","7","","","40","","","","","","","","","","","","","","17","","","","","C03","","","1","","2","","","50","50","1","12","4","120.574782","24.267728","3"
"4332","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","31","臺中市","北屯區","0","1","0","7","2","6","50","4","9","1","5","4","6","6","2","1","1","1","5","2","13","2","7","1","1","C03","7","9","1","10","2","12","","7","7","1","6","4","120.685221","24.169605","2"
"4333","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","32","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","16","","","","","B03","","","1","","1","","","51","51","1","12","4","120.652822","24.168253","4"
"4334","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","32","臺中市","太平區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","5","5","5","2","15","3","10","3","1","B03","7","9","1","8","2","2","","15","15","1","12","4","120.711311","24.103756","2"
"4335","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","34","臺中市","潭子區","0","2","0","7","2","6","50","4","1","1","5","4","6","6","2","1","1","4","4","1","13","2","8","3","1","B03","7","5","1","8","2","1","","7","7","1","13","4","120.691191","24.216018","2"
"4336","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","34","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","11","","","","","B03","","","1","","1","","","8","8","1","12","4","120.716813","24.159996","3"
"4337","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","36","臺中市","北屯區","0","4","0","7","2","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","15","3","10","3","1","B03","7","9","1","8","2","5","","15","15","1","12","4","120.684327","24.186277","2"
"4338","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","39","臺中市","潭子區","0","1","0","7","3","6","60","13","7","1","5","4","6","6","4","4","1","4","4","1","12","2","3","1","1","C03","7","9","1","10","2","11","","7","7","1","13","4","120.702973","24.198077","2"
"4339","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","40","臺中市","太平區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","1","1","5","5","5","2","16","2","9","2","1","C03","7","9","1","10","2","14","","84","84","1","12","4","120.715865","24.13484","2"
"4340","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","40","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B12","","","1","","9","","","84","84","2","13","4","120.716755","24.10333","3"
"4341","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","40","臺中市","沙鹿區","0","1","0","7","2","6","30","11","9","1","5","4","6","6","4","4","10","5","5","1","11","2","8","1","1","C03","7","5","1","10","2","14","","41","41","1","12","4","120.549346","24.218126","2"
"4342","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","43","臺中市","南屯區","0","1","0","7","2","6","50","5","1","1","5","4","6","6","4","4","10","5","5","2","15","3","10","2","1","C03","7","9","1","10","2","12","","15","15","1","13","4","120.643779","24.137756","2"
"4343","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","43","臺中市","后里區","0","2","0","7","2","6","50","3","1","1","5","4","6","6","1","1","5","4","5","2","12","2","9","1","1","C03","7","6","1","10","2","14","","84","84","1","6","4","120.719466","24.306832","2"
"4344","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","47","臺中市","南屯區","0","0","0","7","","","40","","","","","","","","","","","","","","12","3","10","3","1","B12","7","9","1","8","1","1","","7","7","1","12","4","120.583914","24.168315","3"
"4345","66000","387130000C","(04)23274275","(04)23288582","2026","2","11","8","49","臺中市","西屯區","0","0","0","7","","","60","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","56","56","1","12","4","120.644164","24.201417","3"
