﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
3123,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,6,42,臺中市,太平區,0,2,0,6,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,13,2,8,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.722005,24.134818,2
3124,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,6,47,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,5,5,2,16,3,10,3,1,B13,7,9,4,19,2,1,,21,21,1,6,4,120.630858,24.146618,2
3125,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,0,臺中市,豐原區,0,1,0,6,1,6,50,4,1,1,5,4,6,6,1,1,5,4,4,2,17,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.743761,24.255559,2
3126,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,4,臺中市,清水區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,58,58,1,12,4,120.573231,24.262383,3
3127,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,17,臺中市,西屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,12,3,10,5,4,B03,7,9,1,8,2,4,,54,54,1,13,4,120.621643,24.186369,2
3128,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,17,臺中市,西屯區,0,4,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,3,1,B03,7,9,1,8,2,1,,34,34,1,12,4,120.630522,24.183384,2
3129,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,18,臺中市,豐原區,0,1,0,6,2,6,50,3,9,1,5,4,6,6,4,4,5,5,5,2,12,2,9,5,4,C03,7,6,3,19,2,12,,48,48,1,13,4,120.715267,24.25196,2
3130,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,19,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,13,4,120.699214,24.110286,3
3131,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,20,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,20,20,1,6,4,120.638918,24.143301,4
3132,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,21,臺中市,大里區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,3,1,5,5,5,1,17,3,10,3,1,B03,7,6,1,8,2,8,,7,7,1,6,4,120.679776,24.074838,2
3133,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,22,臺中市,沙鹿區,0,1,0,7,2,6,60,13,12,1,5,4,6,6,4,4,3,4,4,2,17,3,10,3,1,B03,7,9,1,8,2,5,,8,8,1,13,4,120.582649,24.250313,2
3134,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,22,臺中市,梧棲區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,14,3,10,3,1,B03,7,2,1,8,2,6,,49,49,1,6,4,120.531586,24.245573,2
3135,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,24,臺中市,南區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,2,1,C03,7,5,1,10,2,14,,14,14,1,6,4,120.663443,24.122609,2
3136,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,24,臺中市,梧棲區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,8,,20,20,1,6,4,120.541363,24.257192,2
3137,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,25,臺中市,神岡區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,B03,,,7,,1,,,7,7,1,12,4,120.696101,24.248686,3
3138,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,26,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,5,4,C03,7,6,1,10,2,11,,7,7,1,12,4,120.692251,24.161431,2
3139,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,30,臺中市,北屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,4,5,2,16,3,10,1,1,C03,7,5,1,10,2,12,,84,84,1,13,4,120.688642,24.200852,2
3140,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,30,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,56,56,1,6,4,120.596927,24.18964,3
3141,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,30,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A02,,,1,,2,,,84,84,1,12,4,120.558748,24.231044,3
3142,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,33,臺中市,太平區,0,3,0,7,2,6,50,4,2,1,5,4,6,6,4,4,5,5,5,2,17,2,7,2,1,C02,7,9,1,9,2,12,,84,84,1,6,4,120.725626,24.124612,2
3143,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,36,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,6,4,120.55758,24.127736,3
3144,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,36,臺中市,大肚區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,8,8,1,6,4,120.575941,24.163119,2
3145,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,39,臺中市,大里區,0,1,0,7,2,6,40,13,12,1,5,4,6,6,4,4,3,4,4,1,13,3,10,5,4,C03,7,12,1,10,2,11,,7,7,1,12,4,120.688833,24.078591,2
3146,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,58,58,1,13,4,120.685482,24.171743,3
3147,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,6,20,9,,,39,39,1,12,4,120.682195,24.183634,3
3148,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,40,臺中市,北屯區,0,3,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,1,1,C03,7,1,1,10,2,11,,51,51,1,12,4,120.695204,24.170059,2
3149,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,40,臺中市,大里區,0,1,0,7,3,6,50,5,2,1,5,4,2,6,1,1,3,4,4,1,18,2,9,1,1,C03,7,5,1,10,2,11,,84,84,1,12,4,120.696949,24.111675,2
3150,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,40,臺中市,太平區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,2,9,2,1,C03,7,5,1,10,2,11,,84,84,1,6,4,120.722009,24.14929,2
3151,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,40,臺中市,后里區,0,0,0,7,3,5,50,13,9,1,5,4,6,6,4,4,9,4,5,1,16,3,10,1,1,F03,7,11,7,21,1,11,,35,35,1,12,4,120.707526,24.306386,3
3152,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,42,臺中市,沙鹿區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,2,1,C03,7,6,1,10,2,12,,59,59,1,6,4,120.556882,24.232612,2
3153,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,43,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,39,39,1,13,4,120.544171,24.158204,4
3154,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,45,臺中市,東區,0,2,0,7,3,6,40,3,1,1,5,4,6,6,1,1,10,5,5,2,16,2,8,5,1,F01,7,6,7,21,2,11,,11,11,1,13,4,120.698723,24.144544,2
3155,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,45,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,12,12,1,6,4,120.618434,24.346684,3
3156,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,46,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,42,42,1,6,4,120.697745,24.170349,3
3157,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,46,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,2,,,,,B03,,,1,,2,,,8,8,1,6,4,120.629316,24.101295,3
3158,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,47,臺中市,大甲區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,5,5,1,16,2,9,2,1,C03,7,9,1,10,2,11,,21,21,1,4,4,120.619146,24.351075,2
3159,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,48,臺中市,霧峰區,0,1,0,6,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,16,2,8,1,1,C03,7,6,1,10,2,14,,48,48,1,6,4,120.676331,24.057924,2
3160,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,49,臺中市,南屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,14,14,1,13,4,120.614408,24.15019,3
3161,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,50,臺中市,東區,0,0,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,3,10,1,1,C03,7,9,1,10,1,11,,84,84,1,12,4,120.696196,24.140548,3
3162,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,50,臺中市,大甲區,0,0,0,7,3,4,40,13,9,1,5,4,6,6,4,4,10,5,5,1,11,3,10,3,1,B03,7,9,1,8,1,4,,8,8,1,13,4,120.633328,24.364508,3
3163,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,51,臺中市,北屯區,0,1,0,7,2,9,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.715149,24.164191,2
3164,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,53,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.655414,24.392445,3
3165,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,54,臺中市,潭子區,0,2,0,7,3,6,50,13,14,1,5,4,6,6,4,4,3,4,5,1,17,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,13,4,120.712397,24.215899,2
3166,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,56,臺中市,西屯區,0,1,0,7,2,6,40,10,11,1,5,4,6,6,4,4,10,5,5,2,13,2,9,1,1,C03,7,9,1,11,2,11,,7,7,1,12,4,120.632528,24.171126,2
3167,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,7,58,臺中市,大雅區,0,1,0,7,3,6,60,13,7,1,5,4,6,6,4,4,9,4,4,1,12,2,6,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.649564,24.214218,2
3168,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,2,臺中市,沙鹿區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,9,1,8,2,2,,4,4,1,13,4,120.558557,24.231246,2
3169,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,3,臺中市,大里區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,4,4,5,4,4,2,16,2,9,1,1,C03,7,9,1,10,2,11,,4,4,1,12,4,120.694925,24.099969,2
3170,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,5,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C04,,,1,,2,,,85,85,1,12,4,120.67559,24.159276,3
3171,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,6,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A31,,,1,,1,,,40,40,1,13,4,120.605947,24.108974,3
3172,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,9,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.647062,24.15778,2
3173,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,11,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.667476,24.162959,3
3174,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,11,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,13,4,120.685229,24.158902,3
3175,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,12,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,84,84,1,13,4,120.650558,24.210744,3
3176,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,12,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,49,49,1,13,4,120.665236,24.19194,3
3177,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,14,臺中市,西屯區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,16,2,9,1,1,C03,7,11,1,10,2,12,,39,39,1,12,4,120.645309,24.182787,2
3178,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,15,臺中市,南區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,5,5,5,2,12,2,9,2,1,C03,7,6,1,10,2,12,,14,14,1,13,4,120.671399,24.124507,2
3179,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,20,臺中市,西屯區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,4,4,2,16,2,8,2,1,C03,7,9,1,10,2,12,,7,7,1,12,4,120.626627,24.185733,2
3180,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,20,臺中市,大里區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,18,2,9,5,4,C03,7,9,1,10,2,14,,87,87,1,13,4,120.684749,24.118377,2
3181,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,28,臺中市,東勢區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,9,1,9,2,11,,21,21,1,12,4,120.826393,24.260347,2
3182,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,29,臺中市,東區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,2,9,2,1,C03,7,6,1,10,2,14,,42,42,1,12,4,120.687739,24.13911,2
3183,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,29,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,13,4,120.633034,24.157892,3
3184,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,30,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,12,,21,21,1,12,4,120.692483,24.151715,2
3185,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,30,臺中市,東勢區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,49,49,1,12,4,120.824625,24.261142,3
3186,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,32,臺中市,大里區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,4,4,1,3,3,10,5,4,B03,7,6,1,8,2,4,,10,10,2,13,4,120.689958,24.11157,2
3187,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,33,臺中市,東區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,48,48,1,13,4,120.691004,24.1264,3
3188,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,33,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,1,13,4,120.715429,24.178249,3
3189,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,33,臺中市,西屯區,0,2,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,9,5,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.655911,24.158976,2
3190,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,36,臺中市,西屯區,0,2,0,7,2,6,0,13,21,2,5,4,6,6,4,4,10,5,5,2,16,2,8,5,4,C03,7,5,1,10,2,12,,42,42,1,13,4,120.59466,24.182194,2
3191,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,38,臺中市,太平區,0,0,0,7,2,6,50,13,8,1,5,4,6,6,4,4,5,5,4,2,14,3,10,3,1,B12,7,2,1,8,2,6,,49,49,1,6,4,120.707896,24.127271,3
3192,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,40,臺中市,大雅區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,A11,7,2,1,7,2,3,,49,49,1,12,4,120.633416,24.207655,2
3193,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,41,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,8,8,1,6,4,120.569936,24.229761,3
3194,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,42,臺中市,西區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,13,2,7,1,1,C03,7,9,5,19,1,12,,7,7,1,6,4,120.658977,24.155921,2
3195,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,43,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,10,4,4,2,13,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.660303,24.173917,2
3196,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,48,臺中市,東區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,16,,84,84,1,6,4,120.699869,24.143422,2
3197,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,50,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,1,1,C03,7,6,1,10,2,12,,7,7,1,13,4,120.665678,24.153937,2
3198,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,50,臺中市,太平區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,13,3,10,1,1,C03,7,9,1,10,2,11,,59,59,1,6,4,120.718013,24.12286,2
3199,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,51,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,2,1,5,5,5,1,16,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,12,4,120.637023,24.172144,2
3200,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,53,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.659998,24.157977,3
3201,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,53,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.60681,24.147967,3
3202,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,55,臺中市,北區,0,1,0,7,2,6,50,5,2,1,5,4,6,6,4,4,10,5,5,2,30,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,13,4,120.668189,24.153848,2
3203,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,55,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,84,84,1,12,4,120.659713,24.165012,3
3204,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,56,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,85,85,1,12,4,120.683809,24.146278,4
3205,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,57,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,5,4,2,13,2,9,2,1,C03,7,9,1,10,2,12,,7,7,1,12,4,120.647873,24.169797,2
3206,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,8,57,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,13,2,9,5,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.646561,24.155111,2
3207,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,1,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,21,21,1,12,4,120.642153,24.16443,3
3208,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,3,臺中市,霧峰區,0,3,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,5,4,C03,7,9,3,19,2,11,,7,7,1,12,4,120.69707,24.064092,2
3209,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,4,臺中市,大里區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,F03,7,9,7,21,2,11,,15,15,1,6,4,120.694379,24.079993,2
3210,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,5,臺中市,西區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,2,9,1,1,C03,7,15,3,19,2,11,12,84,84,1,12,4,120.6701,24.138608,2
3211,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,5,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B02,,,1,,11,,,49,49,1,12,4,120.648435,24.17496,3
3212,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,8,臺中市,南區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,5,5,2,17,3,10,3,1,B02,7,1,1,8,2,5,,51,51,1,6,4,120.650152,24.111505,2
3213,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,8,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,B12,,,3,,11,,,8,8,1,6,4,120.55881,24.229709,3
3214,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,10,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,4,4,1,12,4,120.667189,24.175107,3
3215,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,13,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.666186,24.229293,3
3216,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,18,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,6,4,120.546247,24.193162,3
3217,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,20,臺中市,太平區,0,0,0,7,2,6,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,8,,41,41,1,12,4,120.769326,24.140716,3
3218,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,22,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,5,5,5,2,15,3,10,3,1,B12,7,9,1,8,2,8,,12,12,1,12,4,120.668424,24.149443,2
3219,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,23,臺中市,北區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,9,5,4,2,17,3,10,5,4,B03,7,8,1,8,2,8,,84,84,1,12,4,120.690278,24.159116,2
3220,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,25,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,4,3,5,2,12,3,10,3,1,B12,7,7,1,8,2,5,,84,84,1,13,4,120.668281,24.187876,2
3221,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,26,臺中市,西屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,13,2,8,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.639285,24.183026,2
3222,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,28,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,82,82,1,13,4,120.580206,24.209843,3
3223,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,39,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,1,1,8,2,1,,51,51,1,12,4,120.661606,24.170905,2
3224,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,42,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A11,,,1,,1,,,8,8,1,12,4,120.623332,24.234001,3
3225,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,42,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,13,3,10,5,4,B12,7,9,1,8,2,1,,59,59,1,12,4,120.701466,24.099847,2
3226,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,45,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,B03,7,5,1,8,9,5,,47,47,1,12,4,120.693391,24.19284,2
3227,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,49,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B01,,,1,,1,,,8,8,1,12,4,120.603872,24.186067,4
3228,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,50,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,16,3,10,5,4,C03,7,11,1,10,2,14,,20,20,1,12,4,120.669896,24.174542,2
3229,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,51,臺中市,北屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.698067,24.172861,2
3230,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,52,臺中市,后里區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,4,4,1,12,3,10,3,1,B12,7,9,1,8,2,6,,59,59,1,6,4,120.70132,24.311892,2
3231,66000,387130000C,(04)23274275,(04)23288582,2025,05,9,9,53,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,3,,,49,49,1,6,4,120.618849,24.354302,3
