﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
6842,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,35,臺中市,石岡區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,40,40,1,12,4,120.776655,24.274074,3
6843,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,38,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,11,,,49,49,1,12,4,120.663753,24.13896,3
6844,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,49,臺中市,大雅區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,1,,,120.646176,24.228476,3
6845,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,49,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,13,4,120.695682,24.090499,3
6846,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,54,臺中市,東區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,11,,23,23,1,13,4,120.698047,24.138876,2
6847,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,55,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,84,84,1,6,4,120.681785,24.173756,3
6848,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,20,58,臺中市,西區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,3,2,9,6,5,H01,8,16,7,21,10,17,,95,95,1,6,5,120.672215,24.141814,2
6849,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,9,臺中市,南區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.660196,24.128227,3
6850,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,10,臺中市,龍井區,0,0,0,6,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.579817,24.191648,3
6851,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,12,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,51,51,1,13,4,120.639278,24.185073,3
6852,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,13,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,51,51,1,13,4,120.618379,24.176628,3
6853,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,13,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.688907,24.093601,3
6854,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,20,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,87,87,1,12,4,120.706565,24.139411,3
6855,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,21,臺中市,西區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,40,40,1,12,4,120.659687,24.157317,3
6856,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,34,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,40,40,1,6,4,120.751018,24.270003,3
6857,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,42,臺中市,北區,0,1,0,7,1,6,50,5,19,1,5,4,6,6,1,1,10,5,5,2,3,3,10,5,4,B03,7,6,1,8,2,8,,10,10,1,13,4,120.676027,24.158975,2
6858,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,49,臺中市,豐原區,0,1,0,7,1,6,50,5,2,1,5,4,6,6,4,4,1,2,4,2,12,3,10,3,1,B03,7,15,1,8,2,2,,84,84,1,12,4,120.736156,24.260364,2
6859,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,50,臺中市,大肚區,0,2,0,6,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,11,,1,1,1,6,4,120.579838,24.170898,2
6860,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,52,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,50,50,1,12,4,120.656199,24.155447,3
6861,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,21,55,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,3,10,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.678231,24.1729,2
6862,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,0,臺中市,大肚區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,3,2,9,6,5,H01,8,16,7,21,1,16,,95,95,1,6,5,120.540549,24.154352,2
6863,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,5,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,6,,11,11,1,13,4,120.672948,24.131256,2
6864,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,10,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.699615,24.164914,3
6865,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,11,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,13,4,120.64467,24.224298,3
6866,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,11,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,47,47,1,8,4,120.579953,24.18906,3
6867,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,15,臺中市,南區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,3,4,3,2,17,2,8,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.684193,24.124041,2
6868,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,15,臺中市,南屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,1,4,5,2,17,2,9,2,1,C03,7,9,1,10,2,16,,84,84,1,6,4,120.637583,24.150208,2
6869,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,20,臺中市,大甲區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,18,2,9,1,1,C03,7,9,5,19,8,14,,59,59,1,13,4,120.632759,24.345551,2
6870,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,26,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,1,1,C03,7,6,1,10,2,11,,14,14,1,6,4,120.668902,24.173892,2
6871,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,40,臺中市,梧棲區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,6,4,120.532672,24.251437,3
6872,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,22,42,臺中市,大里區,0,2,0,6,1,6,50,4,2,1,5,4,6,6,1,1,5,5,4,2,17,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,13,4,120.674183,24.097545,2
6873,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,3,臺中市,南區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,18,2,9,1,1,C03,7,9,2,19,2,14,,84,84,2,12,4,120.666669,24.122061,2
6874,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,6,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,20,,,,,B03,,,5,,2,,,58,58,1,6,4,120.628619,24.345721,3
6875,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,13,臺中市,北區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,5,4,5,2,15,2,9,1,1,C03,7,9,1,10,2,12,,24,24,1,12,4,120.680955,24.16161,2
6876,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,14,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,9,,,50,50,1,13,4,120.644908,24.178459,3
6877,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,15,臺中市,神岡區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,3,10,3,1,B03,7,11,1,8,2,4,,32,32,1,6,4,120.705957,24.26099,2
6878,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,21,臺中市,太平區,0,0,0,7,1,3,40,13,17,1,5,4,6,6,4,4,2,4,5,1,13,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,6,4,120.710725,24.141557,3
6879,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,23,臺中市,北區,0,0,0,7,,,1,,,,,,,,,,,,,,17,,,,,C03,,,1,,7,,,37,37,1,12,4,120.692035,24.160334,3
6880,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,27,臺中市,烏日區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,13,3,10,5,4,B03,7,9,1,8,2,1,,56,56,1,13,4,120.616167,24.111769,2
6881,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,44,臺中市,南屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,5,5,2,17,3,10,3,1,B01,7,11,1,4,2,4,,45,45,1,6,4,120.648194,24.129505,2
6882,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,47,臺中市,大里區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,5,4,1,28,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.686894,24.106669,2
6883,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,52,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,1,,11,11,1,12,4,120.700113,24.132325,2
6884,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,52,臺中市,東區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,11,2,9,1,1,C03,7,6,1,10,2,11,14,48,48,1,12,4,120.705991,24.140434,2
6885,66000,387130000C,(04)23274275,(04)23288582,2025,04,18,23,57,臺中市,大甲區,0,1,0,7,1,6,50,13,14,1,5,4,6,6,4,4,9,5,5,1,17,2,9,2,1,C03,7,9,1,10,8,12,,53,53,1,6,4,120.624269,24.352419,2
6886,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,0,2,臺中市,北屯區,0,0,0,7,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,119,119,1,,,120.711512,24.174092,3
6887,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,0,7,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B02,,,1,,2,,,49,49,1,13,4,120.715144,24.073763,3
6888,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,0,7,臺中市,太平區,0,1,0,7,1,6,40,11,9,1,5,4,6,6,4,4,5,5,5,1,28,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,5,4,120.790105,24.100203,2
6889,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,0,51,臺中市,霧峰區,0,0,0,6,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,84,84,1,13,4,120.701555,24.067448,3
6890,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,2,11,臺中市,北屯區,0,1,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,8,1,1,C03,7,1,3,19,9,14,,53,53,1,12,4,120.697466,24.161799,2
6891,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,2,22,臺中市,北區,0,0,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,2,5,2,13,,,,,B03,,,3,,2,,,7,7,1,12,4,120.68344,24.167116,3
6892,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,2,25,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,6,4,120.645007,24.408866,3
6893,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,2,40,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,15,,,,,B01,,,1,,2,,,15,15,1,6,4,120.704168,24.106639,3
6894,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,5,44,臺中市,太平區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,3,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,24,24,1,6,4,120.711374,24.155982,2
6895,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,15,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,59,59,1,12,4,120.750677,24.198385,3
6896,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,15,臺中市,北屯區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,1,1,5,4,5,2,16,2,8,1,1,C03,7,6,1,10,2,14,,4,4,1,12,4,120.738401,24.178342,2
6897,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,19,臺中市,西屯區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,4,5,1,21,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.649864,24.163498,2
6898,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,34,臺中市,龍井區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,10,2,1,6,1,F01,7,9,7,21,2,14,,4,4,1,6,4,120.525707,24.214566,2
6899,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,34,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,59,59,1,13,4,120.643291,24.07991,3
6900,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,38,臺中市,西屯區,0,2,0,7,2,6,30,11,9,1,5,4,6,6,4,4,10,5,5,2,11,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.617417,24.189957,2
6901,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,50,臺中市,霧峰區,0,1,0,7,2,6,60,5,7,1,5,4,6,6,3,1,1,3,4,1,17,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,6,4,120.696348,24.019649,2
6902,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,50,臺中市,清水區,0,1,0,7,3,6,50,5,2,1,5,4,6,6,1,1,1,4,1,1,21,2,9,3,1,B12,7,9,1,8,11,8,,59,59,1,12,4,120.590333,24.304186,2
6903,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,55,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,F01,,,7,,1,,,12,12,1,4,4,120.646217,24.112398,3
6904,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,6,57,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A05,,,1,,1,,,51,51,1,6,4,120.675408,24.076882,3
6905,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,1,臺中市,太平區,0,0,0,7,2,6,50,,,,,,,,,,,,,,,,,,,C04,,,1,,1,13,,50,50,1,12,4,120.708613,24.153867,3
6906,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,15,臺中市,后里區,0,2,0,7,3,6,40,4,2,1,5,4,6,6,4,4,5,4,4,2,15,3,10,3,1,B12,7,9,1,8,2,1,,15,15,1,6,4,120.723121,24.307578,2
6907,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,19,臺中市,西屯區,0,1,0,7,1,6,40,4,1,1,5,4,6,6,1,1,1,4,1,1,16,3,10,5,4,B03,7,5,1,8,2,2,,11,11,1,13,4,120.637546,24.185697,2
6908,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,23,臺中市,南屯區,0,3,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,13,13,1,4,4,120.625224,24.115408,2
6909,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,29,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,39,39,1,12,4,120.62904,24.163157,3
6910,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,6,,2,,,84,84,1,12,4,120.684376,24.178474,3
6911,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,34,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,28,2,9,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.711384,24.091487,2
6912,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,36,臺中市,北屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,3,1,B03,7,1,1,8,2,4,,39,39,1,12,4,120.703485,24.162477,2
6913,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,43,臺中市,大肚區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,5,1,10,2,11,,14,14,1,6,4,120.548849,24.149757,2
6914,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,44,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,71,71,1,6,4,120.747036,24.192957,3
6915,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,46,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,50,50,1,6,4,120.653688,24.117102,3
6916,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,55,臺中市,大雅區,0,2,0,7,3,6,50,5,1,1,5,4,6,6,1,1,1,3,5,2,17,2,9,1,1,C03,7,15,1,10,2,14,,8,8,1,13,4,120.667625,24.215691,2
6917,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,7,55,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,13,4,120.654038,24.167953,4
6918,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,0,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B12,,,1,,3,,,85,85,1,12,4,120.708836,24.259066,3
6919,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,0,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,14,14,1,12,4,120.682779,24.243781,3
6920,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,4,臺中市,東區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,2,1,C03,7,9,1,10,2,12,,15,15,1,13,4,120.69592,24.151363,2
6921,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,4,臺中市,東勢區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,11,3,10,5,4,B03,7,3,1,8,1,2,,50,50,1,13,4,120.829585,24.254361,3
6922,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,17,臺中市,神岡區,0,1,0,7,1,6,50,5,2,1,5,4,6,6,1,1,1,5,4,1,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.694895,24.232686,2
6923,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,20,臺中市,東勢區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,5,4,C03,7,9,3,19,2,12,,85,85,1,13,4,120.830864,24.261811,2
6924,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,22,臺中市,霧峰區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,3,1,4,1,5,1,17,2,9,2,1,C03,7,6,1,10,2,14,,11,11,1,6,4,120.698362,24.03963,2
6925,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,25,臺中市,南區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B12,7,9,1,8,1,2,,84,84,1,12,4,120.660154,24.115528,3
6926,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,25,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,6,4,120.621349,24.342222,3
6927,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,30,臺中市,烏日區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,84,84,1,6,4,120.608744,24.108089,3
6928,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,31,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,8,1,,,40,40,1,13,4,120.6626,24.140217,3
6929,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,31,臺中市,沙鹿區,0,2,0,7,2,6,50,11,9,1,5,4,6,6,4,4,5,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,11,,85,85,1,13,4,120.572451,24.23083,2
6930,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,35,臺中市,霧峰區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,48,48,1,12,4,120.709409,24.076747,2
6931,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,42,臺中市,南屯區,0,1,0,7,1,6,50,13,8,1,5,4,6,6,4,4,5,4,5,2,11,3,10,5,4,B03,7,11,1,8,2,2,,45,45,1,13,4,120.599946,24.139085,2
6932,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,46,臺中市,南區,0,3,0,7,3,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,17,2,9,2,1,C03,7,5,1,10,2,13,,12,12,1,6,4,120.66463,24.127778,2
6933,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,50,臺中市,梧棲區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,1,1,F03,7,6,7,21,2,14,,48,48,1,6,4,120.535363,24.235762,2
6934,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,54,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,2,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,1,6,,11,11,1,12,4,120.676344,24.184374,2
6935,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,8,55,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,8,8,1,12,4,120.638027,24.18076,3
6936,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,1,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,3,3,4,4,5,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,1,,12,12,1,12,4,120.66889,24.168748,2
6937,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,12,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,59,59,1,13,4,120.692892,24.223859,3
6938,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,12,臺中市,后里區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,1,4,4,1,16,3,10,3,1,A41,7,5,1,1,3,2,,11,11,1,6,4,120.723074,24.287771,2
6939,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,15,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.693284,24.162137,4
6940,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,15,臺中市,清水區,0,0,0,7,,,70,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,7,7,1,12,4,120.564446,24.296968,3
6941,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,18,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.70359,24.201162,3
6942,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,30,臺中市,大甲區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,13,3,10,5,4,C03,7,6,1,10,2,11,,6,6,1,12,4,120.62018,24.34755,2
6943,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,30,臺中市,后里區,0,0,0,7,2,6,50,13,7,1,5,4,6,6,2,1,1,4,4,1,13,3,10,3,1,B03,7,14,1,8,3,8,,59,59,1,6,4,120.721876,24.306146,3
6944,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,36,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,6,4,120.670079,24.114409,3
6945,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,37,臺中市,豐原區,0,2,0,7,2,6,50,3,7,1,5,4,6,6,4,4,5,4,4,2,17,3,10,4,1,A04,7,15,1,2,2,1,,84,84,1,12,4,120.714791,24.251189,2
6946,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,39,臺中市,西屯區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,8,4,4,1,17,2,9,5,4,C03,7,6,1,10,1,12,,14,14,1,13,4,120.663675,24.166147,2
6947,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,44,臺中市,北區,0,1,0,7,2,6,50,3,4,1,5,4,6,6,1,1,5,2,5,2,17,2,9,5,4,C03,7,9,1,10,2,11,,84,84,1,13,4,120.683795,24.144188,2
6948,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,45,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,9,3,10,5,1,C04,7,9,1,10,2,11,,84,84,1,13,4,120.676923,24.153822,2
6949,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,45,臺中市,北屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,15,3,10,3,1,B03,7,11,1,8,2,2,,45,45,1,12,4,120.710599,24.192549,2
6950,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,47,臺中市,北區,0,0,0,7,3,9,50,18,24,1,5,4,6,6,4,4,2,5,5,2,17,,,,,B03,,,1,,1,,,59,59,1,13,4,120.685304,24.157484,3
6951,66000,387130000C,(04)23274275,(04)23288582,2025,04,19,9,48,臺中市,大甲區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,5,4,1,17,2,9,2,1,C03,7,6,1,10,2,12,,39,39,1,6,4,120.645815,24.355647,2
