﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
5731,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,44,臺中市,西屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,1,4,C03,7,1,1,10,1,11,,51,51,1,13,4,120.639132,24.177197,2
5732,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,45,臺中市,太平區,0,2,0,7,2,6,50,5,24,1,5,4,6,6,4,4,1,5,5,2,16,2,8,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.71248,24.146087,2
5733,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,47,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,12,4,120.642347,24.151438,3
5734,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,50,臺中市,東區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,12,3,10,3,1,B03,7,13,1,8,2,8,,76,76,1,13,4,120.694578,24.135014,2
5735,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,54,臺中市,沙鹿區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,5,,59,59,1,6,4,120.575215,24.226738,2
5736,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,55,臺中市,北區,0,3,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,17,2,9,1,1,C03,7,5,1,10,2,12,,84,84,1,13,4,120.686252,24.15482,2
5737,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,12,56,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,12,4,120.653065,24.133266,2
5738,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,0,臺中市,龍井區,0,1,0,7,2,6,50,3,9,1,5,4,6,6,4,4,5,5,5,1,12,3,10,3,1,B02,7,5,1,8,2,2,,14,14,1,12,4,120.512883,24.196447,2
5739,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,1,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,50,50,1,13,4,120.646727,24.112685,3
5740,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,1,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,84,84,1,12,4,120.648711,24.15078,3
5741,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,2,臺中市,北屯區,0,2,0,7,2,6,50,4,4,1,5,4,6,6,2,1,1,4,4,2,13,2,9,1,1,C03,7,5,1,9,2,14,,59,59,1,8,4,120.686607,24.197844,2
5742,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,7,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.701525,24.131805,4
5743,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,14,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,A41,,,1,,1,,,8,8,1,12,4,120.646552,24.155636,3
5744,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,22,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,9,,,8,8,2,13,4,120.671298,24.173185,3
5745,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,25,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,59,59,1,12,4,120.714954,24.181162,3
5746,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,29,臺中市,東區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B12,7,6,1,8,2,2,,11,11,1,12,4,120.703713,24.131119,2
5747,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B11,,,1,,1,,,20,20,1,12,4,120.723044,24.181863,3
5748,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,40,臺中市,大安區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,17,3,10,5,4,A11,7,6,1,3,2,8,,48,48,1,6,4,120.578416,24.355301,2
5749,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,41,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,8,8,1,6,4,120.584065,24.181831,3
5750,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,42,臺中市,北屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,4,4,2,11,2,9,6,1,F01,7,6,7,21,1,11,,48,48,1,13,4,120.69284,24.168152,2
5751,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,43,臺中市,龍井區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,13,2,7,2,1,C03,7,9,1,10,2,11,,58,58,1,6,4,120.582275,24.17717,2
5752,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,49,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,6,4,120.69833,24.174096,3
5753,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,51,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,6,4,120.586678,24.180358,3
5754,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,51,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,6,4,120.70748,24.250194,3
5755,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,52,臺中市,東區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,1,4,4,2,17,3,10,5,4,B12,7,5,1,8,2,6,,14,14,1,12,4,120.69434,24.1441,2
5756,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,54,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,12,2,9,1,1,C03,7,8,1,10,2,14,,40,40,1,12,4,120.715934,24.239358,2
5757,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,13,56,臺中市,北區,0,2,0,7,2,6,30,3,2,1,5,4,6,6,2,1,10,5,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.6666,24.158645,2
5758,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,0,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B02,,,1,,2,,,59,59,1,12,4,120.642564,24.158285,3
5759,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,0,臺中市,霧峰區,0,0,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,14,,,,,B03,,,1,,1,,,49,49,1,6,4,120.688412,24.044275,3
5760,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,0,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,13,4,120.666258,24.111912,3
5761,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,0,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,A04,,,1,,2,,,7,7,1,6,4,120.530799,24.255395,3
5762,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,0,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,21,21,1,12,4,120.566593,24.243576,4
5763,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,3,臺中市,南區,0,1,0,7,2,6,50,4,7,1,5,4,6,6,4,4,5,4,4,2,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,13,4,120.67505,24.131388,2
5764,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,4,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,6,4,120.661281,24.144485,3
5765,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,4,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,87,87,1,12,4,120.720941,24.250657,4
5766,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,5,臺中市,大肚區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,9,3,10,3,1,B03,7,6,1,8,2,8,,23,23,1,6,4,120.548017,24.14666,2
5767,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,8,臺中市,太平區,0,0,0,7,2,6,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,12,,84,84,1,12,4,120.706958,24.150758,3
5768,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,10,臺中市,大雅區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,7,7,1,13,4,120.637227,24.234466,3
5769,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,10,臺中市,大里區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,5,5,1,16,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,6,4,120.689916,24.110001,2
5770,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,15,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,13,4,120.666723,24.141223,3
5771,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,15,臺中市,北屯區,0,0,0,7,,3,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,40,40,1,12,4,120.720759,24.169927,3
5772,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,16,臺中市,豐原區,0,1,0,7,2,6,60,11,8,1,5,4,6,6,4,4,1,4,4,1,16,2,9,2,3,C03,7,9,2,19,2,14,,84,84,1,12,4,120.733302,24.246643,2
5773,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,21,臺中市,大甲區,0,1,0,7,2,6,40,4,9,1,5,4,6,6,1,1,6,3,5,1,12,3,10,3,1,B03,7,5,1,8,2,2,,84,84,1,12,4,120.619102,24.34059,2
5774,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,22,臺中市,豐原區,0,0,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,1,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,12,4,120.754795,24.274228,3
5775,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,27,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,84,84,1,6,4,120.54735,24.155386,3
5776,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,28,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,84,84,1,6,4,120.690524,24.182491,4
5777,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,28,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,5,4,5,2,15,3,10,3,1,B03,7,9,1,8,2,1,,12,12,1,12,4,120.627805,24.159318,2
5778,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,29,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A04,,,1,,2,,,8,8,1,12,4,120.575436,24.269143,3
5779,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,30,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.653453,24.221588,3
5780,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,30,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,8,5,4,B03,7,9,1,8,2,4,,21,21,1,12,4,120.68044,24.19929,2
5781,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,30,臺中市,大肚區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,1,3,10,3,1,B03,7,6,1,8,2,1,,83,83,1,6,4,120.543515,24.15418,2
5782,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,31,臺中市,大里區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,5,4,4,2,16,2,9,5,4,C03,7,6,1,10,2,14,,20,20,1,13,4,120.694854,24.11146,2
5783,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,32,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,40,40,1,6,4,120.577814,24.118328,3
5784,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,35,臺中市,沙鹿區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,6,4,120.569623,24.219607,2
5785,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,38,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,13,4,120.640403,24.10435,3
5786,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,40,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,5,,1,,,8,8,1,12,4,120.716984,24.148803,3
5787,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,45,臺中市,南區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,9,1,8,2,2,,21,21,1,12,4,120.681453,24.129421,2
5788,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,14,59,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,13,4,120.684875,24.164305,3
5789,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,3,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,12,3,10,3,1,B03,7,15,1,8,2,5,,85,85,1,7,4,120.742804,24.18236,2
5790,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,9,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.621578,24.18359,3
5791,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,9,臺中市,大里區,0,2,0,7,2,6,40,4,1,1,5,4,6,6,1,1,10,5,5,1,17,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.669485,24.103481,2
5792,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,10,臺中市,清水區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,40,40,1,12,4,120.542517,24.264893,3
5793,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,11,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A12,,,1,,2,,,8,8,1,13,4,120.635879,24.181852,3
5794,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,12,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.639505,24.141552,3
5795,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,13,臺中市,東勢區,0,3,0,7,3,6,10,13,13,1,5,4,6,6,4,4,9,5,5,1,17,2,7,5,4,F02,7,9,7,21,2,11,,85,85,1,13,4,120.831368,24.262409,2
5796,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,20,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,59,59,1,12,4,120.644712,24.134885,3
5797,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,23,臺中市,太平區,0,0,0,7,2,6,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,7,,49,49,1,12,4,120.711735,24.154011,3
5798,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,25,臺中市,南區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,1,5,5,2,12,3,10,3,1,B03,7,5,3,19,2,2,,47,47,1,6,4,120.679268,24.11924,2
5799,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,27,臺中市,大甲區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B12,7,1,1,8,2,2,,51,51,1,6,4,120.614236,24.3664,2
5800,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,30,臺中市,南區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,2,1,5,5,5,2,17,3,10,3,1,B03,7,11,1,8,2,16,,45,45,1,6,4,120.661516,24.109027,2
5801,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,35,臺中市,大里區,0,1,0,7,2,6,50,8,8,1,5,4,6,6,4,4,8,3,4,1,17,2,9,2,1,C03,7,9,1,10,2,14,,8,8,1,6,4,120.689811,24.093164,2
5802,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,36,臺中市,后里區,0,3,0,7,2,6,50,13,14,1,5,4,6,6,4,4,5,5,4,1,1,2,9,1,1,C03,7,9,1,10,2,11,14,59,59,1,6,4,120.694296,24.313401,2
5803,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,37,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,6,4,120.690592,24.172754,4
5804,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,38,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,3,10,3,1,B01,7,7,1,4,2,5,,40,40,1,13,4,120.639083,24.164986,2
5805,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,39,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,1,4,5,1,16,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,13,4,120.691766,24.100455,2
5806,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,43,臺中市,后里區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,4,4,1,17,2,9,1,1,C03,7,6,1,10,2,11,14,12,12,1,6,4,120.703242,24.322829,2
5807,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,45,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,12,4,120.615944,24.183162,3
5808,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,46,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.639016,24.171951,3
5809,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,50,臺中市,大里區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,84,84,1,12,4,120.68379,24.103795,3
5810,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,51,臺中市,南屯區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,2,1,5,5,4,2,18,2,9,1,1,C03,7,12,1,10,2,14,,84,84,1,6,4,120.637403,24.137993,2
5811,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,54,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A04,,,1,,1,,,34,34,1,6,4,120.69096,24.140038,3
5812,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,57,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,84,84,1,12,4,120.682512,24.146236,3
5813,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,15,57,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.729763,24.243619,3
5814,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,1,臺中市,太平區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,8,2,1,C03,7,9,2,19,2,12,,1,1,1,12,4,120.719142,24.11584,2
5815,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,5,臺中市,中區,0,1,0,7,2,6,50,4,4,1,5,4,6,6,2,1,8,3,5,2,13,3,10,2,1,C03,7,9,1,10,2,12,14,7,7,1,12,2,120.685642,24.143157,2
5816,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,5,臺中市,龍井區,0,2,0,7,2,6,40,4,1,1,5,4,6,6,2,1,10,5,5,2,15,2,9,5,4,C03,7,1,1,10,2,14,,51,51,1,12,4,120.585716,24.185847,2
5817,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,8,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.633638,24.151121,3
5818,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,15,臺中市,西區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,3,10,2,1,C03,7,11,1,10,2,13,,45,45,1,13,4,120.66325,24.148931,2
5819,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,16,臺中市,北屯區,0,2,0,6,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,14,,84,84,1,5,4,120.67965,24.172812,2
5820,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,19,臺中市,大里區,0,1,0,7,2,6,50,11,9,1,5,4,6,6,4,4,5,5,5,1,17,2,9,1,1,C03,7,9,1,10,2,12,,83,83,1,12,4,120.696058,24.082846,2
5821,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,20,臺中市,南區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.671398,24.119158,2
5822,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,22,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,,,,,B03,,,1,,9,,,85,85,1,12,4,120.641736,24.127853,3
5823,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,24,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,84,84,1,6,4,120.702655,24.16893,3
5824,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,27,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,13,4,120.648017,24.172192,3
5825,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,29,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,45,45,1,13,4,120.616197,24.188879,3
5826,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,30,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A04,,,1,,1,,,84,84,1,6,4,120.682,24.135963,3
5827,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,30,臺中市,豐原區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,59,59,1,12,4,120.724593,24.239084,3
5828,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,31,臺中市,大里區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,12,4,120.689173,24.106338,3
5829,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,32,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,7,7,1,12,4,120.682091,24.126283,3
5830,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,33,臺中市,北區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,13,3,10,1,1,C03,7,9,1,10,1,11,,7,7,1,13,4,120.684022,24.152313,2
5831,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,34,臺中市,豐原區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,3,10,1,1,C03,7,11,1,10,9,16,,45,45,1,12,4,120.721658,24.254658,2
5832,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,40,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,43,43,1,12,4,120.722372,24.254146,4
5833,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,41,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,C03,,,1,,1,,,49,49,1,6,4,120.650111,24.140181,4
5834,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,41,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,49,49,1,12,4,120.662332,24.167935,3
5835,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,45,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B13,,,1,,2,,,84,84,1,6,4,120.691772,24.178399,3
5836,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,45,臺中市,霧峰區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,4,2,18,2,9,2,1,C03,7,9,1,10,2,14,,82,82,1,5,4,120.695141,24.072048,2
5837,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,46,臺中市,潭子區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,14,,20,20,1,12,4,120.715112,24.229346,2
5838,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,47,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,20,,,,,B03,,,1,,2,,,8,8,1,5,4,120.635711,24.143383,3
5839,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,47,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,12,4,120.535677,24.247954,3
5840,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,50,臺中市,北區,0,2,0,7,2,6,50,5,1,1,5,4,6,6,1,1,5,3,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.681956,24.144559,2
5841,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,16,55,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,13,4,120.649219,24.216172,3
5842,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,17,1,臺中市,東區,0,0,0,7,,,0,,,,,,,,,,,,,,17,,,,,C03,,,1,,11,,,84,84,1,12,4,120.694525,24.152053,3
5843,66000,387130000C,(04)23274275,(04)23288582,2025,11,15,17,1,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,39,39,1,12,4,120.719588,24.261986,3
