﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
11,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,5,38,臺中市,豐原區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,4,1,3,3,10,3,1,B03,7,5,1,8,2,1,,10,10,1,12,4,120.72298,24.264072,2
12,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,5,47,臺中市,潭子區,0,1,0,7,2,6,60,3,1,1,5,4,6,6,1,1,1,4,4,1,13,2,9,2,1,F03,7,9,7,21,2,11,,84,84,1,13,4,120.693942,24.21591,2
13,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,6,40,臺中市,大甲區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,8,8,1,6,4,120.646204,24.406152,3
14,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,6,48,臺中市,南屯區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,4,1,2,18,2,9,1,1,C03,7,9,1,9,2,14,,5,5,1,12,4,120.63604,24.121043,2
15,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,6,49,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,26,26,1,12,4,120.719554,24.163013,3
16,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,6,59,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.719348,24.097766,3
17,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,0,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,6,4,120.586322,24.250119,3
18,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,2,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,5,,2,,,43,43,1,12,4,120.617444,24.179016,3
19,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,9,臺中市,大里區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,6,4,120.715089,24.093548,3
20,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,10,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,2,9,1,1,F03,7,9,7,21,2,11,,84,84,1,13,4,120.668241,24.173206,2
21,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,19,臺中市,南屯區,0,0,0,7,3,6,40,13,8,1,5,4,6,6,4,4,9,5,4,2,12,,,,,B03,,,1,,2,,,78,78,1,12,4,120.606316,24.135059,3
22,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,19,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,12,2,9,1,1,C03,7,8,3,19,2,14,,40,40,1,13,4,120.720227,24.236722,2
23,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,20,臺中市,南屯區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,2,1,3,4,5,2,13,2,9,2,1,C03,7,9,1,10,2,14,,7,7,1,12,4,120.623544,24.145213,2
24,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,24,臺中市,霧峰區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,3,10,3,1,B03,7,9,1,8,2,2,,8,8,1,12,4,120.698707,24.05733,2
25,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,26,臺中市,東區,0,2,0,7,2,6,50,5,1,1,5,4,6,6,4,4,10,5,5,2,17,2,7,1,1,C03,7,6,1,10,2,14,,84,84,1,12,4,120.685822,24.129763,2
26,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,26,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,13,4,120.575737,24.22727,3
27,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,27,臺中市,南屯區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,6,4,120.632356,24.145477,4
28,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,28,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,3,1,B12,7,5,1,8,2,5,,11,11,1,12,4,120.719365,24.175851,2
29,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,30,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,9,,,8,8,1,12,4,120.64833,24.196785,3
30,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,33,臺中市,西區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,1,4,4,2,16,3,10,3,1,B03,7,5,1,8,2,6,,84,84,1,12,4,120.657265,24.141255,2
31,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,33,臺中市,豐原區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,10,2,9,1,1,C03,7,9,1,10,2,11,,41,41,1,12,4,120.716851,24.279066,2
32,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,34,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,5,,20,20,1,12,4,120.671342,24.189352,2
33,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,36,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,12,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.727586,24.164266,2
34,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,38,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,13,4,120.624833,24.206835,3
35,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,39,臺中市,潭子區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,1,4,4,1,17,3,10,3,1,A04,7,5,1,1,2,6,,85,85,1,13,4,120.70515,24.215575,2
36,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,40,臺中市,西屯區,0,2,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.634776,24.19225,2
37,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,40,臺中市,清水區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,7,7,1,12,4,120.567408,24.270311,3
38,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,44,臺中市,西區,0,0,0,6,3,6,50,4,9,1,5,4,6,6,1,1,4,1,5,2,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.660199,24.145527,3
39,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,45,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,12,4,120.609874,24.273708,3
40,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,45,臺中市,神岡區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,3,10,1,4,C03,7,11,2,19,2,12,,39,39,1,12,4,120.699074,24.263733,2
41,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,48,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,12,4,120.649019,24.222926,3
42,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,48,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,6,4,120.650896,24.112161,3
43,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,48,臺中市,大里區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,5,5,1,16,2,9,1,1,C03,7,6,5,19,2,12,,11,11,1,13,4,120.682637,24.106464,2
44,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,52,臺中市,東區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,16,2,8,1,1,C03,7,6,1,10,2,12,,11,11,1,12,4,120.704352,24.140392,2
45,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,53,臺中市,大肚區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,A11,,,1,,1,,,8,8,1,6,4,120.548582,24.142071,3
46,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,54,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,9,,,8,8,1,13,4,120.685783,24.155973,3
47,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,55,臺中市,梧棲區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,14,,13,13,1,6,4,120.546143,24.242792,2
48,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,55,臺中市,梧棲區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,16,,14,14,1,6,4,120.525775,24.230592,2
49,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,56,臺中市,太平區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,3,3,10,5,4,B03,7,5,1,8,2,8,,84,84,1,12,4,120.73589,24.133466,2
50,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,56,臺中市,豐原區,0,2,0,7,2,6,50,11,9,1,5,4,6,6,4,4,5,4,5,1,16,2,9,1,1,C03,7,8,3,19,2,14,,87,87,1,12,4,120.712673,24.263301,2
51,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,7,58,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,12,21,21,1,12,4,120.65039,24.159178,2
52,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,0,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.699284,24.274711,3
53,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,2,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,8,1,12,4,120.65594,24.170394,3
54,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,4,臺中市,南屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,12,2,9,1,1,C03,7,1,1,10,2,12,,51,51,1,12,4,120.62585,24.116741,2
55,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,9,臺中市,北屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,4,5,4,2,16,3,10,3,1,B03,7,5,1,8,2,6,,84,84,1,12,4,120.722582,24.169713,2
56,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,9,臺中市,霧峰區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,5,8,2,2,,11,11,1,6,4,120.671291,24.043189,2
57,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,11,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,39,39,1,12,4,120.636566,24.173544,3
58,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,12,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,16,3,10,3,1,B03,7,5,1,8,2,2,,47,47,1,6,4,120.688296,24.102478,2
59,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,16,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.616891,24.188607,3
60,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,21,臺中市,梧棲區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,11,1,10,2,12,,46,46,1,6,4,120.536545,24.260064,2
61,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,22,臺中市,北區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,5,4,5,2,17,3,10,5,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.665407,24.160364,2
62,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,23,臺中市,西屯區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,2,1,5,5,4,2,13,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,12,4,120.662047,24.165315,2
63,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,26,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A42,,,1,,2,,,40,40,1,13,4,120.659973,24.192737,3
64,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,29,臺中市,神岡區,0,2,0,7,1,6,30,3,1,1,5,4,6,6,3,1,5,4,5,2,16,2,9,1,4,C03,7,6,5,10,2,11,,20,20,1,12,4,120.694798,24.252555,2
65,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,30,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,B03,,,1,,2,,,14,14,1,12,4,120.560108,24.195339,3
66,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,31,臺中市,東區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,2,1,C01,7,5,1,9,2,13,,11,11,1,12,4,120.695785,24.141123,2
67,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,31,臺中市,后里區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,1,1,1,4,5,1,12,2,9,1,1,C03,7,8,1,10,2,14,,40,40,1,12,4,120.72303,24.288431,2
68,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,33,臺中市,南屯區,0,0,0,7,3,6,50,13,21,1,5,4,6,6,4,4,3,4,4,2,15,,,,,B03,,,1,,1,,,49,49,1,12,4,120.63829,24.151648,3
69,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,35,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,8,8,1,12,4,120.660439,24.159552,3
70,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,36,臺中市,南區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,6,,11,11,1,12,4,120.667144,24.128928,2
71,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,36,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.621903,24.145117,3
72,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,36,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,13,2,9,1,1,C04,7,9,1,10,2,11,14,7,7,1,12,4,120.656865,24.16698,2
73,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,36,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,40,40,1,13,4,120.651816,24.165933,3
74,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,40,臺中市,東勢區,0,3,0,7,2,6,50,13,9,1,5,4,6,6,4,4,4,3,4,1,11,2,7,1,1,C03,7,11,1,10,2,14,,45,45,1,12,4,120.839308,24.207559,2
75,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,41,臺中市,西區,0,2,0,7,2,6,50,11,9,1,5,4,6,6,4,4,1,5,5,2,13,3,10,3,1,B03,7,5,1,10,1,1,,84,84,1,12,4,120.673225,24.148188,2
76,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,45,臺中市,沙鹿區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,41,41,1,6,4,120.559814,24.222816,3
77,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,48,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,12,2,9,1,1,C03,7,8,1,9,2,11,,40,40,1,12,4,120.689263,24.140063,2
78,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,49,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,49,49,1,13,4,120.682113,24.151715,3
79,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,51,臺中市,大里區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,12,2,9,2,1,C03,7,1,1,10,2,14,,51,51,1,13,4,120.68534,24.114993,2
80,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,55,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,3,10,5,1,B12,7,6,1,8,2,8,,11,11,1,6,4,120.657245,24.136592,2
81,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,58,臺中市,北區,0,1,0,7,2,6,50,4,7,1,5,4,6,6,1,1,1,4,4,2,17,3,10,5,4,B12,7,11,1,8,2,8,,38,38,1,13,4,120.680013,24.152071,2
82,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,8,59,臺中市,南區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,2,1,1,5,5,2,12,2,9,2,1,C03,7,8,1,10,2,14,,40,40,1,6,4,120.648654,24.119707,2
83,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,0,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,F02,,,7,,1,,,84,84,1,12,4,120.733804,24.161411,3
84,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,0,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,6,1,10,2,14,,11,11,1,12,4,120.668782,24.17574,2
85,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,0,臺中市,清水區,0,1,0,7,3,6,70,13,8,1,5,4,6,6,4,4,1,4,4,1,17,3,10,3,1,B03,7,7,1,8,2,2,,40,40,1,12,4,120.573463,24.276684,2
86,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,6,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,13,4,120.677418,24.108031,3
87,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,8,臺中市,烏日區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,16,3,10,3,1,B03,7,11,1,8,2,5,,39,39,1,6,4,120.643024,24.077933,2
88,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,10,臺中市,大肚區,0,1,0,7,2,6,50,3,4,1,5,4,6,6,1,1,10,5,5,2,13,3,10,3,1,A41,7,9,1,1,2,5,,84,84,1,6,4,120.565134,24.123007,2
89,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,12,臺中市,北屯區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,16,,82,82,1,12,4,120.684524,24.174032,2
90,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,14,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,12,4,120.617619,24.175355,3
91,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,17,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B01,,,1,,1,,,40,40,1,12,4,120.682084,24.135837,3
92,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,19,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,30,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,6,4,120.686247,24.123164,2
93,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,23,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.62499,24.106424,3
94,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,28,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,5,,2,,,84,84,1,6,4,120.674437,24.103105,3
95,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,28,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,13,4,120.556499,24.212542,3
96,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,35,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B12,,,1,,2,,,49,49,1,12,4,120.683348,24.13888,3
97,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,37,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.681359,24.105238,3
98,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,41,臺中市,太平區,0,3,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,15,15,1,13,4,120.719284,24.125917,2
99,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,43,臺中市,太平區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,3,1,5,5,5,1,15,2,9,2,1,C03,7,9,3,19,2,11,,24,24,1,12,4,120.723159,24.142083,2
100,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,44,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,6,4,120.673843,24.1404,3
101,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,45,臺中市,清水區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,9,4,5,1,15,2,9,1,1,C03,7,9,1,10,2,12,,20,20,1,12,4,120.562065,24.279081,2
102,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,48,臺中市,西區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,12,2,9,1,1,C03,7,8,1,10,2,14,,85,85,1,12,4,120.671333,24.142615,2
103,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,50,臺中市,大雅區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,,,,,C03,,,3,,9,,,39,39,2,12,4,120.655164,24.234808,3
104,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,50,臺中市,大里區,0,2,0,7,2,6,50,5,1,1,5,4,6,6,2,1,5,5,5,1,17,2,9,1,1,C03,7,15,1,10,2,11,12,84,84,1,5,4,120.687463,24.094923,2
105,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,51,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,6,,11,11,1,12,4,120.661674,24.136559,2
106,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,52,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,6,4,120.660194,24.146693,3
107,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,52,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.67102,24.175004,2
108,66000,387130000C,(04)23274275,(04)23288582,2025,07,1,9,57,臺中市,大肚區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,50,50,1,6,4,120.550275,24.140305,3
