﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
6047,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,14,58,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,5,,1,,,7,7,1,12,4,120.721491,24.179285,3
6048,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,0,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,4,4,1,6,4,120.57557,24.183198,3
6049,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,1,臺中市,新社區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,13,4,120.821507,24.201383,3
6050,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,3,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.656006,24.198908,3
6051,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,4,臺中市,西屯區,0,0,0,7,3,6,50,4,1,1,5,4,6,6,1,1,1,4,1,2,13,,,,,B02,,,1,,1,,,51,51,1,12,4,120.602633,24.182917,3
6052,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,5,臺中市,梧棲區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,2,,85,85,1,6,4,120.542975,24.256173,2
6053,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,6,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,51,51,1,13,4,120.636162,24.170217,3
6054,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,12,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,11,2,8,1,1,C03,7,6,1,10,2,12,,11,11,1,12,4,120.637279,24.147006,2
6055,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,13,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.629316,24.163574,4
6056,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,20,臺中市,北區,0,2,0,7,2,6,40,3,7,1,5,4,6,6,4,4,9,5,4,2,17,2,9,5,4,C03,7,8,1,10,2,14,,40,40,1,13,4,120.682519,24.148436,2
6057,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,22,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,23,,,,,B01,,,1,,1,,,84,84,1,12,4,120.686306,24.186899,4
6058,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,23,臺中市,新社區,0,0,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,5,4,B03,7,6,1,8,2,8,,48,48,1,13,4,120.790062,24.206735,3
6059,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,24,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,6,4,120.610758,24.106478,3
6060,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,27,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.656583,24.200859,3
6061,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,30,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B01,,,1,,1,,,49,49,1,12,4,120.686706,24.136653,3
6062,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,30,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,6,4,120.64896,24.141296,3
6063,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,33,臺中市,西屯區,0,1,0,7,2,6,50,4,4,1,5,4,6,6,2,1,10,5,5,2,13,3,10,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.645268,24.192869,2
6064,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,34,臺中市,北區,0,1,0,7,3,9,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,2,9,5,4,B03,7,15,1,8,2,5,,59,59,1,13,4,120.670322,24.155956,2
6065,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,35,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,84,84,1,13,4,120.692412,24.142703,3
6066,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,35,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,13,4,120.649849,24.147742,4
6067,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,37,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,9,,,,,B03,,,1,,2,,,84,84,1,12,4,120.730558,24.14218,3
6068,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,37,臺中市,后里區,0,0,0,7,2,6,30,3,2,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,9,1,8,2,7,,84,84,1,12,4,120.725419,24.305607,3
6069,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,40,臺中市,西屯區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,12,,15,15,1,12,4,120.616589,24.188135,2
6070,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,40,臺中市,大甲區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,12,4,120.627373,24.345986,3
6071,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,45,臺中市,清水區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,8,3,5,2,13,,,,,C03,,,2,,1,,,7,7,1,12,4,120.550965,24.312253,3
6072,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,45,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,40,40,1,12,4,120.728783,24.251773,3
6073,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,15,49,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.737897,24.255865,3
6074,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,0,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.636528,24.170784,3
6075,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,0,臺中市,清水區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,48,48,1,12,4,120.590431,24.316096,3
6076,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,3,臺中市,豐原區,0,3,0,7,2,6,50,3,3,1,5,4,6,6,2,1,1,2,4,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.722855,24.260721,2
6077,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,12,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,50,1,13,4,120.672397,24.158366,3
6078,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,14,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,F03,,,7,,1,,,84,84,1,12,4,120.683809,24.138757,3
6079,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,16,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,3,10,3,4,B03,7,9,1,8,2,4,,21,21,1,12,4,120.656893,24.168609,2
6080,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,22,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,1,1,1,4,5,2,12,,,,,B03,,,1,,1,,,84,84,1,12,4,120.646588,24.134495,3
6081,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,25,臺中市,北屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,10,3,10,5,4,B03,7,9,1,3,2,8,,27,27,1,12,4,120.676108,24.201396,2
6082,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,25,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,50,50,1,13,4,120.641214,24.159636,3
6083,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,30,臺中市,太平區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,12,4,120.720091,24.157388,3
6084,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,31,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.578666,24.182954,4
6085,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,32,臺中市,潭子區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,8,,12,12,1,13,4,120.701295,24.224441,2
6086,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,32,臺中市,龍井區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,3,10,3,1,B03,7,4,1,8,2,2,,1,1,1,6,4,120.525032,24.212493,2
6087,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,37,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,11,11,1,13,4,120.612573,24.138465,3
6088,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,40,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,12,4,120.533968,24.255868,3
6089,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,41,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,6,4,120.594112,24.187801,3
6090,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,45,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,12,4,120.664765,24.17588,3
6091,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,54,臺中市,太平區,0,0,0,7,2,6,40,,,,,,,,,,,,,,,,,,,C03,,,1,,1,14,,39,39,1,12,4,120.718217,24.153248,3
6092,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,56,臺中市,沙鹿區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,2,5,5,2,23,2,9,3,1,B03,7,11,1,8,2,1,,59,59,1,6,4,120.56866,24.224905,2
6093,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,16,58,臺中市,大雅區,0,1,0,7,1,6,60,13,8,1,5,4,6,6,4,4,1,4,4,1,17,3,10,3,1,B03,7,5,1,8,2,6,,84,84,1,13,4,120.646844,24.222137,2
6094,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,0,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,8,1,,,84,84,1,12,4,120.728294,24.161073,3
6095,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,1,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,56,56,1,12,4,120.713045,24.125552,3
6096,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,2,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,85,85,1,6,4,120.562935,24.216778,3
6097,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,2,臺中市,豐原區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,5,2,5,1,16,3,10,5,4,B03,7,9,1,8,2,5,,26,26,1,13,4,120.720131,24.262863,2
6098,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,6,臺中市,霧峰區,0,0,0,7,,,25,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,6,4,120.700632,24.062517,3
6099,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,6,臺中市,霧峰區,0,2,0,7,2,6,40,13,9,1,5,4,6,6,4,4,10,5,5,1,17,3,10,5,4,B02,7,15,1,1,7,2,,84,84,2,13,4,120.674848,24.052527,2
6100,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,7,臺中市,西屯區,0,0,0,7,2,6,60,13,7,1,5,4,6,6,1,1,1,4,1,2,13,3,10,5,4,B03,7,9,1,8,1,1,,7,7,1,12,4,120.613889,24.183828,3
6101,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,9,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,14,14,1,6,4,120.591124,24.181148,3
6102,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,10,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,8,2,,,45,45,1,6,4,120.718499,24.162671,3
6103,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,12,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,56,56,1,6,4,120.680469,24.197049,3
6104,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,15,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,7,7,1,12,4,120.658626,24.258922,3
6105,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,16,臺中市,西區,0,0,0,7,,,30,,,,,,,,,,,,,,15,,,,,C03,,,1,,1,,,15,15,1,12,4,120.660906,24.151976,3
6106,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,18,臺中市,北區,0,2,0,7,3,9,50,13,9,1,5,4,6,6,4,4,3,4,5,2,17,2,9,5,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.6714,24.163125,2
6107,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,18,臺中市,西屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,4,5,2,13,,,,,B03,,,1,,1,,,56,56,1,12,4,120.624231,24.178228,3
6108,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,21,臺中市,西區,0,0,0,7,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,85,85,1,,,120.669648,24.147347,3
6109,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,22,臺中市,西區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,12,3,10,1,1,C03,7,8,1,10,2,13,,40,40,1,6,4,120.665824,24.141294,2
6110,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,22,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,2,,,,,B03,,,1,,2,,,8,8,1,13,4,120.706776,24.191205,3
6111,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,23,臺中市,龍井區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,12,,21,21,1,6,4,120.573929,24.184309,2
6112,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,26,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.651325,24.159703,3
6113,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,31,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.671201,24.101671,3
6114,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,32,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.727225,24.163438,3
6115,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,36,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,49,49,1,12,4,120.655263,24.146713,3
6116,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,36,臺中市,后里區,0,2,0,7,2,6,30,4,2,1,5,4,6,6,4,4,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,11,,14,14,1,12,4,120.72681,24.30708,2
6117,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,40,臺中市,大里區,0,2,0,7,3,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,16,2,7,1,1,C03,7,6,1,10,2,11,,11,11,1,12,4,120.700967,24.102553,2
6118,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,45,臺中市,潭子區,0,1,0,7,3,6,40,13,9,1,5,4,6,6,4,4,10,4,5,1,13,2,4,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.71567,24.211344,2
6119,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,46,臺中市,北屯區,0,0,0,7,,,80,,,,,,,,,,,,,,,,,,,B03,,,3,,1,,,7,7,1,13,4,120.722397,24.189053,3
6120,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,50,臺中市,西屯區,0,1,0,7,1,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,1,4,C03,7,6,1,10,1,16,,48,48,1,13,4,120.648123,24.169491,2
6121,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,17,57,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,56,56,1,13,4,120.640705,24.178837,3
6122,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,0,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,9,,,,,B03,,,1,8,1,,,8,8,1,12,4,120.680511,24.202529,3
6123,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,2,臺中市,西區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,2,1,10,5,5,2,13,3,10,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.675387,24.133561,2
6124,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,4,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,26,1,13,4,120.720033,24.262173,3
6125,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,6,臺中市,北屯區,0,1,0,6,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,6,4,120.676711,24.176952,2
6126,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,22,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.69699,24.111549,4
6127,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,25,臺中市,東勢區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,13,4,120.855685,24.161135,3
6128,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,27,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,12,4,120.575424,24.270216,3
6129,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B01,,,1,,1,,,58,58,1,6,4,120.71558,24.164773,3
6130,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,30,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,51,51,1,12,4,120.726139,24.246077,3
6131,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,31,臺中市,東區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,12,3,10,3,1,B03,7,9,1,8,2,2,,7,7,1,12,4,120.687946,24.134127,2
6132,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,36,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.721474,24.18215,3
6133,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,37,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,50,50,1,12,4,120.679399,24.121642,3
6134,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,39,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,13,4,120.678909,24.177188,3
6135,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,40,臺中市,西屯區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,13,2,8,2,1,C03,7,9,1,10,2,14,,7,7,1,12,4,120.649513,24.17524,2
6136,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,40,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.651441,24.161285,3
6137,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,49,臺中市,龍井區,0,3,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,4,5,1,12,2,9,1,1,C03,7,9,5,19,2,14,,8,8,1,6,4,120.592074,24.181495,2
6138,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,50,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,8,8,1,13,4,120.684763,24.151569,3
6139,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,51,臺中市,烏日區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,2,1,1,2,5,2,13,3,10,3,1,B03,7,12,1,8,2,7,,84,84,1,12,4,120.610667,24.113595,2
6140,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,18,58,臺中市,南屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,4,3,5,2,16,3,10,5,4,B03,7,5,1,8,2,2,,20,20,1,13,4,120.645938,24.137573,2
6141,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,1,臺中市,霧峰區,0,0,0,7,,,80,,,,,,,,,,,,,,17,,,,,B03,,,1,8,2,,,84,84,1,13,4,120.682529,24.078795,3
6142,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,2,臺中市,西屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,9,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,12,,11,11,1,12,4,120.655344,24.178096,2
6143,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,5,臺中市,南區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,5,3,5,2,3,3,10,3,1,B03,7,5,1,8,9,5,,85,85,1,13,4,120.660542,24.12513,2
6144,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,12,臺中市,大肚區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.544328,24.154309,2
6145,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,14,臺中市,北屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,3,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,14,84,84,1,13,4,120.686748,24.199935,2
6146,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,17,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,7,7,1,6,4,120.585513,24.185928,3
6147,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,20,臺中市,梧棲區,0,3,0,7,1,6,60,13,9,1,5,4,6,6,4,4,1,4,5,1,12,2,7,1,1,C01,7,1,1,9,2,14,12,51,51,1,12,4,120.535353,24.247339,2
6148,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,32,臺中市,大甲區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,8,2,1,C03,7,9,1,10,2,12,,15,15,1,6,4,120.625868,24.347033,2
6149,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,40,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,8,5,4,B03,7,9,1,8,2,5,,15,15,1,12,4,120.683977,24.180965,2
6150,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,42,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.683085,24.141239,3
6151,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,42,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,8,2,,,49,49,1,6,4,120.707269,24.186867,3
6152,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,42,臺中市,沙鹿區,0,1,0,7,1,6,60,3,1,1,5,4,1,6,2,1,10,5,5,2,16,3,10,3,1,A02,7,5,1,2,2,5,,47,47,1,6,4,120.577049,24.225688,2
6153,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,46,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,48,48,1,12,4,120.646094,24.110912,3
6154,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,46,臺中市,大肚區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,12,,15,15,1,6,4,120.544365,24.159161,2
6155,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,47,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,13,4,120.6743,24.155075,3
6156,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,49,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,6,4,120.66097,24.154839,3
6157,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.623732,24.194055,3
6158,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,56,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,84,84,1,13,4,120.670515,24.126596,4
6159,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,56,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,45,45,1,12,4,120.68322,24.170221,3
6160,66000,387130000C,(04)23274275,(04)23288582,2025,02,16,19,56,臺中市,大甲區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,2,9,2,1,C03,7,1,1,10,2,14,,51,51,1,6,4,120.655414,24.392445,2
