﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
3463,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,22,臺中市,大甲區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,13,2,9,2,1,C03,7,9,1,8,2,11,,7,7,1,6,4,120.644316,24.405252,2
3464,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,23,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,9,,,8,8,1,12,4,120.643012,24.146783,3
3465,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,23,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.721923,24.181984,4
3466,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,24,臺中市,大雅區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,1,28,2,9,2,1,C03,7,9,1,10,2,11,,87,87,1,13,4,120.650436,24.227693,2
3467,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,24,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,11,3,10,3,4,B03,7,6,1,8,2,2,,11,11,1,12,4,120.650871,24.166529,2
3468,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,24,臺中市,龍井區,0,0,0,7,2,6,50,4,1,1,5,4,6,6,4,4,5,5,5,2,15,,,,,C03,,,1,,1,,,12,12,1,6,4,120.592907,24.188526,3
3469,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,25,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,48,48,1,12,4,120.628789,24.162905,3
3470,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,26,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,13,4,120.639644,24.169095,3
3471,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,29,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B02,,,1,,1,,,11,11,1,12,4,120.657375,24.146713,3
3472,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,30,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,13,4,120.64899,24.217339,3
3473,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,30,臺中市,太平區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,4,4,9,4,4,2,17,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,120.718674,24.117412,2
3474,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,31,臺中市,潭子區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.702958,24.199537,3
3475,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,35,臺中市,南屯區,0,2,0,7,3,6,50,3,7,1,5,4,6,6,1,1,5,5,4,2,17,2,9,2,4,C03,7,9,1,10,2,14,,7,7,1,6,4,120.609838,24.137949,2
3476,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,39,臺中市,大里區,0,1,0,7,2,6,50,4,7,1,5,4,6,6,1,1,3,4,4,1,12,3,10,3,1,B03,7,9,1,8,2,2,,84,84,1,13,4,120.693096,24.090507,2
3477,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,40,臺中市,大里區,0,2,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,4,4,2,17,2,9,1,1,F02,7,11,7,21,7,12,,32,32,1,13,4,120.716738,24.101662,2
3478,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,40,臺中市,大里區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,5,,47,47,1,12,4,120.683889,24.109632,2
3479,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,40,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,87,87,1,13,4,120.712525,24.086756,3
3480,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,41,臺中市,北屯區,0,1,0,7,2,6,50,14,7,1,5,4,6,6,4,4,10,5,4,2,18,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.739907,24.178942,2
3481,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,44,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.642524,24.181166,4
3482,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,45,臺中市,南區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,12,4,120.680808,24.126304,3
3483,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,47,臺中市,大里區,0,1,0,7,2,6,60,5,9,1,5,4,6,6,1,1,3,5,5,1,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.687788,24.086047,2
3484,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,50,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,5,,2,,,58,58,1,6,4,120.715774,24.14802,3
3485,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,50,臺中市,太平區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,5,5,1,13,3,10,5,4,B03,7,9,1,8,2,5,,7,7,1,6,4,120.715487,24.124729,2
3486,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,51,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,34,34,1,12,4,120.61989,24.187184,3
3487,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,51,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.640466,24.156659,3
3488,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,53,臺中市,西屯區,0,0,0,7,,,,,,,,,,,,,,,,,12,,,,,B02,,,,,,,,86,86,1,,,120.653268,24.195697,3
3489,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,58,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,2,1,1,4,5,2,16,2,9,1,1,F01,7,9,7,21,2,12,,21,21,1,5,4,120.604799,24.187568,2
3490,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,59,臺中市,西屯區,0,0,0,7,,3,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.655655,24.199584,3
3491,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,17,59,臺中市,豐原區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,8,,7,7,1,12,4,120.745355,24.263313,2
3492,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,0,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.650617,24.167039,3
3493,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,1,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,14,14,1,13,4,120.670047,24.126452,4
3494,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,2,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,49,49,1,12,4,120.682006,24.15174,3
3495,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,2,臺中市,梧棲區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,4,1,1,17,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,5,4,120.544938,24.246616,2
3496,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,5,臺中市,大安區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,6,4,120.597964,24.34571,3
3497,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,9,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,2,7,5,4,B03,7,9,1,8,2,1,,7,7,1,12,4,120.685782,24.177459,2
3498,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,9,臺中市,豐原區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,9,1,8,3,1,,15,15,1,13,4,120.708578,24.239481,2
3499,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,12,臺中市,豐原區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,1,4,4,1,12,3,10,3,1,B03,7,5,1,8,2,2,,87,87,1,12,4,120.741501,24.263376,2
3500,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,13,臺中市,北屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,4,5,2,13,2,8,1,1,C03,7,9,1,10,1,11,,84,84,1,12,4,120.687466,24.170605,2
3501,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,14,臺中市,西屯區,0,2,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,9,3,10,5,4,F01,7,9,7,21,2,11,,10,10,1,13,4,120.620158,24.178572,2
3502,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,15,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,85,85,1,13,4,120.684535,24.166885,3
3503,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,19,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,13,4,120.673563,24.166606,3
3504,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,19,臺中市,沙鹿區,0,1,0,6,1,6,50,4,2,1,5,4,6,6,4,4,8,3,4,1,17,3,10,5,4,B03,7,9,1,8,2,1,,13,13,1,13,4,120.578638,24.214817,2
3505,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,25,臺中市,西屯區,0,1,0,7,1,6,50,13,9,1,5,4,3,3,4,4,9,5,5,2,16,3,10,1,1,C03,7,6,5,19,2,11,,20,20,1,12,4,120.667121,24.17679,2
3506,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,25,臺中市,后里區,0,1,0,5,1,6,50,13,8,1,4,4,6,6,4,4,5,5,4,2,17,2,8,2,1,C03,7,6,1,10,2,12,,39,39,1,12,4,120.709231,24.305555,2
3507,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,30,臺中市,大雅區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,15,15,1,12,4,120.666188,24.23822,2
3508,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,50,1,12,4,120.721053,24.180148,3
3509,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,34,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.649726,24.156197,3
3510,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,35,臺中市,大里區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,13,4,120.688053,24.072101,3
3511,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,42,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,8,8,1,12,4,120.655019,24.123579,3
3512,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,43,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,4,B03,7,9,1,8,2,5,,26,26,1,12,4,120.630847,24.173309,2
3513,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,43,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,C02,,,1,,2,,,24,24,1,6,4,120.672356,24.255067,3
3514,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,45,臺中市,潭子區,0,0,0,5,,,60,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,84,84,1,13,4,120.705257,24.215421,3
3515,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,45,臺中市,南屯區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,1,1,5,4,5,2,12,,,,,B01,,,1,,1,,,40,40,2,12,4,120.634019,24.145838,3
3516,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,47,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.685518,24.166982,3
3517,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,50,臺中市,潭子區,0,1,0,5,1,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,9,2,8,2,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.703197,24.207223,2
3518,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,50,臺中市,西屯區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,1,2,18,2,9,2,1,C03,7,9,1,10,2,12,,85,85,1,12,4,120.633379,24.204537,2
3519,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,50,臺中市,沙鹿區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,4,5,5,2,12,2,8,2,1,C03,7,9,3,19,2,11,,7,7,1,12,4,120.605622,24.245597,2
3520,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,51,臺中市,南區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,3,2,1,5,4,C03,7,9,1,10,2,12,,10,10,1,12,4,120.666022,24.128259,2
3521,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,18,55,臺中市,太平區,0,3,0,7,1,6,40,4,1,1,5,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,11,,11,11,1,6,4,120.715513,24.147398,2
3522,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,2,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,F03,,,7,,1,,,59,59,1,12,4,120.589892,24.176837,3
3523,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,4,臺中市,沙鹿區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,4,1,2,17,2,9,1,1,C03,7,9,1,10,2,12,,82,82,1,12,4,120.578031,24.223458,2
3524,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,7,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,6,4,120.680934,24.190279,3
3525,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,10,臺中市,沙鹿區,0,0,0,6,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,13,4,120.570842,24.235454,3
3526,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,13,臺中市,西區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,14,3,10,5,4,B03,7,2,1,8,1,7,,49,49,1,13,4,120.656486,24.145997,2
3527,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,19,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,11,11,1,13,4,120.68853,24.181934,4
3528,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,20,臺中市,大雅區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,9,3,10,2,1,C03,7,4,1,10,2,11,,84,84,1,12,4,120.651234,24.22756,2
3529,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,21,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,8,1,13,4,120.699184,24.069636,3
3530,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,30,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,47,47,1,12,4,120.573102,24.230911,4
3531,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,32,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.603578,24.175013,3
3532,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,40,臺中市,潭子區,0,0,0,5,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.701808,24.213088,3
3533,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,44,臺中市,沙鹿區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,12,4,120.575427,24.218713,2
3534,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,49,臺中市,西屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,1,4,1,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.637413,24.185534,2
3535,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,55,臺中市,北屯區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,16,3,10,5,4,B12,7,5,1,8,2,2,,18,18,1,12,4,120.671484,24.174801,2
3536,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,59,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,3,,2,,,8,8,1,12,4,120.647694,24.174272,3
3537,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,19,59,臺中市,大甲區,0,1,0,7,1,6,70,13,8,1,5,4,6,6,4,4,1,4,4,1,18,2,1,4,1,F01,7,9,7,21,2,11,,59,59,1,6,4,120.609512,24.327762,2
3538,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,6,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,49,49,1,12,4,120.639398,24.154558,4
3539,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,7,臺中市,大里區,0,0,0,6,1,6,50,4,7,1,5,4,6,6,1,1,1,4,4,2,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.691438,24.100593,3
3540,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,14,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,9,,,49,49,1,6,4,120.623299,24.105745,3
3541,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,17,臺中市,大里區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,4,4,5,5,5,1,17,2,8,1,1,F03,7,1,7,21,2,11,,51,51,1,13,4,120.702004,24.099105,2
3542,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,30,臺中市,大雅區,0,3,0,7,1,6,50,13,7,1,5,4,6,6,4,4,8,3,4,2,9,2,9,5,4,C03,7,9,3,19,2,11,,84,84,1,13,4,120.663489,24.232264,2
3543,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,35,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,7,7,1,12,4,120.610756,24.190955,3
3544,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,20,50,臺中市,南屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,5,4,5,2,16,3,10,3,1,B01,7,11,1,4,2,5,,87,87,1,12,4,120.65135,24.136203,2
3545,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,0,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,11,11,1,12,4,120.69665,24.133099,3
3546,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,1,臺中市,西屯區,0,0,0,7,,,0,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,8,1,12,4,120.635901,24.176291,3
3547,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,5,臺中市,豐原區,0,1,0,7,1,6,50,11,9,1,5,4,6,6,4,4,5,4,5,2,26,2,9,3,1,B03,7,9,1,8,2,1,,84,84,1,12,4,120.709932,24.270889,2
3548,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,6,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,20,,,,,B02,,,1,,2,,,59,59,1,6,4,120.539742,24.25997,3
3549,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,11,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,8,1,13,4,120.703472,24.088269,3
3550,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,12,臺中市,大里區,0,0,0,7,1,6,40,,9,1,5,4,6,6,4,4,3,4,4,1,16,,,5,4,B01,7,7,1,4,2,5,,40,40,1,12,4,120.698556,24.110286,3
3551,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,30,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,F01,,,7,,2,,,11,11,1,5,4,120.609883,24.140483,4
3552,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,32,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,8,,51,51,1,3,4,120.685079,24.151991,3
3553,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,35,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,43,43,1,12,4,120.70054,24.132413,3
3554,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,38,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.687759,24.172484,3
3555,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,40,臺中市,西區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,11,1,10,2,12,,45,45,1,12,4,120.665322,24.143259,2
3556,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,42,臺中市,大里區,0,0,0,6,1,6,50,11,7,1,5,4,6,6,4,4,,4,4,1,13,,,,,C03,,,1,,2,,,84,84,1,12,4,120.690558,24.100712,3
3557,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,45,臺中市,東區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,C04,,,1,,1,,,84,84,1,12,4,120.691869,24.151699,3
3558,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,48,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,2,9,3,1,B03,7,9,1,8,2,5,,54,54,1,12,4,120.6868,24.16233,2
3559,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,49,臺中市,北區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,16,3,10,3,1,B03,7,11,1,8,2,8,,45,45,1,13,4,120.670379,24.159705,2
3560,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,55,臺中市,大里區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,4,5,2,16,2,7,5,4,C03,7,6,1,10,2,14,,14,14,1,13,4,120.70043,24.108823,2
3561,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,21,57,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,59,1,12,4,120.719407,24.163427,3
3562,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,9,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,40,40,1,12,4,120.654292,24.176136,3
3563,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,13,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,,,120.680382,24.13188,3
3564,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,13,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.648908,24.157163,3
3565,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,24,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B02,,,1,,1,,,84,84,1,13,4,120.698785,24.133,3
3566,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,26,臺中市,大里區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,1,4,4,1,12,3,10,2,1,C03,7,8,1,10,2,13,,40,40,1,13,4,120.697493,24.082801,2
3567,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,28,臺中市,豐原區,0,2,0,7,1,6,50,5,2,1,5,4,6,6,1,1,10,5,5,2,17,2,8,2,1,F03,7,11,7,21,2,14,,45,45,1,4,4,120.711324,24.246263,2
3568,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,22,39,臺中市,神岡區,0,1,0,7,1,6,50,11,9,1,5,4,6,6,4,4,1,4,5,2,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.704891,24.276567,2
3569,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,23,12,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,13,4,120.624309,24.17828,3
3570,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,23,39,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,84,84,1,12,4,120.70381,24.207311,3
3571,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,23,39,臺中市,西屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,18,2,9,5,4,C03,7,5,1,9,2,16,,84,84,1,12,4,120.654057,24.167992,2
3572,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,23,40,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,87,87,1,6,4,120.535187,24.220148,3
3573,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,23,43,臺中市,北屯區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,1,,21,21,1,12,4,120.668158,24.174602,2
3574,66000,387130000C,(04)23274275,(04)23288582,2025,09,9,23,45,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,87,87,1,6,4,120.535273,24.220226,3
