﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
31,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,24,臺中市,神岡區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,4,5,2,12,3,10,1,1,F03,7,9,7,21,2,11,,7,7,1,13,4,120.664207,24.258269,2
32,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,25,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,5,1,8,2,5,,65,65,1,13,4,120.66774,24.13095,2
33,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,26,臺中市,豐原區,0,2,0,6,2,6,30,4,1,1,4,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,5,,15,15,1,13,4,120.725035,24.241023,2
34,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,27,臺中市,東區,0,1,0,6,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,3,10,3,1,B11,7,1,1,8,2,7,,51,51,1,12,4,120.700559,24.130248,2
35,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,27,臺中市,南區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,5,4,120.653982,24.11677,3
36,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,29,臺中市,南屯區,0,3,0,7,1,6,50,18,9,1,5,4,6,6,4,4,1,4,5,2,13,2,2,5,4,A12,7,9,1,7,2,1,,7,7,1,13,4,120.623399,24.135649,2
37,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,29,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,8,1,12,4,120.682417,24.111249,3
38,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,32,臺中市,東勢區,0,1,0,6,2,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.79127,24.296149,2
39,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,33,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,20,20,1,6,4,120.524547,24.20279,3
40,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,35,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,9,,,14,14,1,13,4,120.67864,24.045094,3
41,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,35,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,6,4,120.570295,24.244,3
42,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,37,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,2,9,2,1,C03,7,8,1,10,2,13,,35,35,1,12,4,120.680175,24.189007,2
43,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,37,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.735358,24.261766,3
44,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,39,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,40,40,1,12,4,120.663128,24.14306,3
45,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,40,臺中市,南屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,4,2,17,2,9,2,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.627823,24.118059,2
46,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,40,臺中市,霧峰區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,84,84,1,13,4,120.709285,24.080698,3
47,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,41,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,14,14,1,13,4,120.619821,24.195435,3
48,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,41,臺中市,沙鹿區,0,1,0,7,2,6,1,13,14,1,5,4,6,6,4,4,1,4,5,1,13,3,10,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.613508,24.244393,2
49,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,42,臺中市,豐原區,0,1,0,7,2,6,60,13,8,1,5,4,3,6,4,4,1,2,1,2,13,3,10,1,1,C03,7,9,1,10,2,11,13,7,7,1,13,4,120.735394,24.261707,2
50,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,43,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.66239,24.16556,3
51,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,44,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.671994,24.135147,3
52,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,45,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,20,20,1,6,4,120.684165,24.121074,3
53,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,45,臺中市,南屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,12,3,10,3,1,B03,7,9,1,8,2,5,,8,8,1,6,4,120.636739,24.146979,2
54,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,45,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,85,85,1,6,4,120.56191,24.237934,4
55,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,47,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.698957,24.110012,2
56,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,49,臺中市,太平區,0,2,0,7,3,6,50,4,2,1,5,4,6,6,1,1,5,5,4,1,17,2,9,2,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.712102,24.141089,2
57,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,50,臺中市,西屯區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,2,1,1,4,1,2,16,3,10,3,1,B03,7,5,1,8,2,6,,11,11,1,12,4,120.636483,24.160655,2
58,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,51,臺中市,南區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,3,1,B03,7,9,1,8,2,1,,15,15,1,12,4,120.658679,24.124247,2
59,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,53,臺中市,沙鹿區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,5,5,5,2,17,3,10,1,1,C03,7,5,1,10,2,11,,4,4,1,13,4,120.569623,24.219607,2
60,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,54,臺中市,大雅區,0,0,0,7,,,70,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,40,40,1,13,4,120.643328,24.228104,3
61,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,7,55,臺中市,清水區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,4,4,8,3,5,1,16,3,10,3,1,B03,7,6,1,8,2,5,,14,14,1,12,4,120.57217,24.269552,2
62,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,0,臺中市,西屯區,0,0,0,7,,3,80,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.652209,24.19798,3
63,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,1,臺中市,東區,0,2,0,6,2,6,50,4,2,1,5,4,6,6,4,4,5,5,5,2,17,2,7,1,1,C03,7,6,1,10,2,11,,2,2,1,12,4,120.703463,24.141001,2
64,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,3,臺中市,南屯區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,4,4,1,4,5,2,17,3,10,3,1,B03,7,5,1,8,2,5,,84,84,1,6,4,120.617313,24.153372,2
65,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,6,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,84,84,1,12,4,120.690393,24.092775,3
66,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,8,臺中市,西區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,2,4,2,17,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.65706,24.135324,2
67,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,8,臺中市,北區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,2,4,5,2,13,3,10,3,1,B03,7,9,1,8,1,1,,84,84,1,12,4,120.685301,24.15246,3
68,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,12,臺中市,北屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,14,3,10,5,4,B12,7,2,1,8,9,3,,49,49,1,12,4,120.697392,24.160854,2
69,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,12,臺中市,霧峰區,0,1,0,7,3,6,40,3,1,1,5,4,6,6,4,4,10,5,5,1,13,3,10,5,4,B03,7,9,1,8,2,1,,84,84,1,13,4,120.675602,24.063702,2
70,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,13,臺中市,清水區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,3,1,8,3,5,1,12,3,10,3,1,B03,7,5,3,19,2,2,,14,14,1,12,4,120.562352,24.277353,2
71,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,13,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,40,40,1,13,4,120.720227,24.236722,4
72,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,15,臺中市,南屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,1,4,4,2,11,2,7,2,1,C03,7,6,1,10,2,11,,48,48,1,13,4,120.646681,24.153613,2
73,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,15,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,16,3,10,5,4,C03,7,6,1,10,2,16,,4,4,1,13,4,120.644039,24.175956,2
74,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,20,臺中市,南屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,1,4,5,2,17,3,10,1,1,C03,7,7,1,10,2,13,,84,84,1,6,4,120.646807,24.149946,2
75,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,22,臺中市,大肚區,0,0,0,7,,,30,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,8,8,1,13,4,120.573206,24.163391,3
76,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,27,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,8,1,6,4,120.564875,24.229254,3
77,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,28,臺中市,太平區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,8,2,1,C03,7,9,1,10,2,12,,15,15,1,12,4,120.718342,24.117585,2
78,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,28,臺中市,后里區,0,1,0,6,2,6,30,4,1,1,5,4,6,6,4,4,5,5,5,1,16,2,9,1,1,C03,7,6,1,10,2,13,,14,14,1,12,4,120.717681,24.308269,2
79,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,30,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,12,7,7,1,12,4,120.697691,24.170053,2
80,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,31,臺中市,太平區,0,2,0,6,2,6,50,4,1,1,5,4,6,6,4,4,5,5,4,1,16,2,9,1,1,C03,7,6,1,10,2,12,,14,14,1,6,4,120.730705,24.111372,2
81,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,32,臺中市,西屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,5,2,12,2,9,1,1,C03,7,1,1,10,2,13,12,51,51,1,12,4,120.637315,24.176411,2
82,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,35,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,12,2,9,2,1,C03,7,9,1,10,2,14,,8,8,1,12,4,120.62456,24.18525,2
83,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,38,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,9,,,51,51,1,13,4,120.71813,24.249618,3
84,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,39,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,9,,,,,B03,,,1,,2,,,8,8,1,13,4,120.637865,24.239941,3
85,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,40,臺中市,西屯區,0,1,0,7,2,6,50,4,9,1,4,4,6,6,1,1,10,5,5,2,12,2,8,5,1,C03,7,9,1,10,2,14,,42,42,1,12,4,120.627693,24.201611,2
86,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,40,臺中市,大肚區,0,2,0,7,3,6,30,11,9,1,5,4,6,6,4,4,10,5,5,1,11,2,9,2,1,C03,7,6,1,10,2,14,,8,8,1,6,4,120.540474,24.149243,2
87,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,44,臺中市,大雅區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,7,7,1,12,4,120.667996,24.216033,3
88,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,46,臺中市,北屯區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,1,1,1,2,5,2,13,3,10,3,1,B12,7,9,1,8,2,5,,84,84,1,12,4,120.667154,24.180223,2
89,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,50,臺中市,北區,0,2,0,7,2,6,50,3,2,1,5,4,6,6,4,4,10,5,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.671383,24.171796,2
90,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,8,53,臺中市,清水區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,1,4,5,1,16,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,12,4,120.573225,24.263195,2
91,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,0,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,49,49,1,13,4,120.712298,24.216521,3
92,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,1,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,12,4,120.695874,24.066292,3
93,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,1,臺中市,豐原區,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,1,,,120.711527,24.253003,3
94,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,4,臺中市,龍井區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,6,4,120.545271,24.181246,4
95,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,9,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,58,58,1,13,4,120.737253,24.251061,3
96,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,11,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,59,59,1,12,4,120.636221,24.170582,3
97,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,16,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,84,84,1,12,4,120.671165,24.168646,3
98,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,20,臺中市,和平區,0,0,0,7,,,50,,,,,,,,,,,,,,20,,,,,B12,,,1,,2,,,56,56,1,12,5,121.057165,24.223105,4
99,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,21,臺中市,南區,0,2,0,7,3,6,50,4,9,1,5,4,6,6,2,1,3,5,5,2,16,2,9,5,4,C03,7,5,1,10,2,12,,47,47,1,6,4,120.678537,24.128182,2
100,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,23,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,50,50,1,12,4,120.649837,24.155135,3
101,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,24,臺中市,清水區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,17,3,10,2,1,C03,7,6,1,10,2,14,,20,20,1,12,4,120.567313,24.271899,2
102,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,28,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,4,5,2,12,2,8,5,4,C03,7,9,1,10,2,14,,84,84,1,13,4,120.626137,24.184581,2
103,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,29,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B11,,,1,,1,,,1,1,1,12,4,120.733619,24.145777,3
104,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,30,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,51,51,1,12,4,120.642228,24.196473,3
105,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,31,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,F01,,,7,,1,,,14,14,1,13,4,120.644194,24.171901,4
106,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,36,臺中市,北區,0,3,0,7,2,6,50,3,1,1,5,4,6,6,3,2,3,4,4,2,16,2,9,1,1,C03,7,6,1,10,2,12,,36,36,1,13,4,120.694418,24.159898,2
107,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,37,臺中市,西區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,4,4,5,5,5,1,17,2,9,2,1,C03,7,6,1,10,2,12,,48,48,1,13,4,120.672401,24.138948,2
108,66000,387130000C,(04)23274275,(04)23288582,2025,09,1,9,39,臺中市,大里區,0,0,0,7,,,0,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,51,51,1,12,4,120.696495,24.085959,3
