﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
1695,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,11,47,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.646826,24.150397,3
1696,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,11,50,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,3,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.687956,24.163206,2
1697,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,11,50,臺中市,西屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,1,C03,7,11,1,10,2,11,,45,45,1,12,4,120.656544,24.169041,2
1698,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,11,53,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,12,4,120.604286,24.186875,3
1699,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,11,54,臺中市,西區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,7,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,11,,14,14,1,13,4,120.674266,24.141385,2
1700,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,11,55,臺中市,和平區,0,0,0,7,3,2,30,13,9,1,5,4,6,6,4,4,10,5,5,1,30,3,10,5,4,B03,7,9,1,8,2,5,,43,43,1,6,4,121.294994,24.313787,3
1701,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,4,臺中市,南屯區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,4,5,2,17,2,7,1,1,C03,7,11,1,10,2,12,,34,34,1,12,4,120.642105,24.140702,2
1702,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,6,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,40,40,1,12,4,120.620644,24.171129,3
1703,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,9,臺中市,南屯區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,6,4,120.610203,24.138449,3
1704,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,11,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B12,,,1,,9,,,47,47,1,12,4,120.69935,24.147969,3
1705,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,13,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,84,84,1,12,4,120.656128,24.146436,3
1706,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,15,臺中市,大肚區,0,2,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,13,1,8,2,4,,76,76,1,6,4,120.544917,24.156081,2
1707,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,15,臺中市,龍井區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,12,2,8,1,1,C03,7,1,1,10,2,11,,51,51,1,6,4,120.595528,24.186843,2
1708,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,22,臺中市,南屯區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,4,5,2,14,3,10,3,1,B03,7,2,1,8,2,3,,49,49,1,12,4,120.647529,24.149538,2
1709,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,24,臺中市,西屯區,0,2,0,7,2,6,0,13,21,1,5,4,6,6,4,4,10,5,5,2,1,2,9,2,1,C03,7,9,1,10,2,14,,30,30,1,5,4,120.608815,24.183831,2
1710,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,30,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,C04,,,1,,2,,,59,59,1,12,4,120.621167,24.181657,3
1711,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,32,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,84,84,1,13,4,120.674616,24.162533,3
1712,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,43,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,84,84,1,12,4,120.65675,24.169172,3
1713,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,44,臺中市,霧峰區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,13,2,7,2,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.686222,24.053256,2
1714,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,45,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.688468,24.185308,3
1715,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,45,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.541238,24.256835,3
1716,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,12,55,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,2,7,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.676813,24.163092,2
1717,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,0,臺中市,西屯區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B12,7,6,1,8,2,7,,14,14,1,12,4,120.653262,24.173736,2
1718,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,2,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.64585,24.164479,3
1719,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,6,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,85,85,1,13,4,120.665412,24.143704,3
1720,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,6,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,2,,,55,55,1,13,4,120.670681,24.119158,3
1721,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,15,臺中市,西區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,4,5,2,17,2,9,2,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.661692,24.150858,2
1722,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,18,臺中市,東區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,4,B03,7,6,1,8,2,1,,84,84,1,12,4,120.690249,24.140048,2
1723,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,20,臺中市,大雅區,0,1,0,7,3,6,50,13,7,1,5,4,6,6,4,4,1,4,4,1,17,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,12,4,120.665644,24.217407,2
1724,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,21,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,40,40,1,12,4,120.639089,24.142031,3
1725,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,23,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,51,51,1,12,4,120.701939,24.188576,3
1726,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,31,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,51,51,1,13,4,120.684408,24.151764,3
1727,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,33,臺中市,沙鹿區,0,1,0,7,2,9,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,1,1,C03,7,9,1,11,2,12,,84,84,1,12,4,120.614908,24.24187,2
1728,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,34,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,B03,,,1,,1,,,8,8,1,6,4,120.673238,24.072667,3
1729,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,35,臺中市,大雅區,0,1,0,7,3,6,30,4,2,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B12,7,9,1,8,2,2,,21,21,1,12,4,120.636001,24.206896,2
1730,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,35,臺中市,烏日區,0,0,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,4,4,2,12,3,10,3,1,B03,7,5,1,7,1,2,,85,85,1,6,4,120.626,24.108284,3
1731,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,39,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A12,,,1,,1,,,35,35,1,8,4,120.718776,24.162073,3
1732,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,40,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,12,4,120.709163,24.135137,3
1733,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,48,臺中市,霧峰區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,5,5,1,17,,,,,A11,,,1,,2,,,51,51,1,6,4,120.694845,24.059648,3
1734,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,13,50,臺中市,西區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,11,,48,48,1,5,4,120.655112,24.14675,2
1735,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,0,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,51,51,1,6,4,120.669634,24.17708,3
1736,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,0,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,21,,,,,B12,,,1,,2,,,84,84,1,6,4,120.706059,24.087611,3
1737,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,5,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,51,51,1,12,4,120.665197,24.18033,3
1738,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,5,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,9,,,49,49,2,6,4,120.662817,24.183335,3
1739,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,23,臺中市,西屯區,0,0,0,7,,,70,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,59,59,1,12,4,120.617728,24.182154,3
1740,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,23,臺中市,太平區,0,1,0,7,3,6,40,11,9,1,5,4,6,6,4,4,5,5,5,1,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.808065,24.095749,2
1741,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,29,臺中市,西區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,4,5,2,12,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,13,4,120.661357,24.150856,2
1742,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,29,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,4,5,2,13,,,,,C03,,,1,,1,,,7,7,1,12,4,120.646645,24.146865,3
1743,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,35,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.669632,24.15084,3
1744,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,37,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,21,21,1,12,4,120.644869,24.182795,3
1745,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,38,臺中市,霧峰區,0,0,0,7,2,6,30,13,14,1,5,4,6,6,4,4,10,5,5,2,17,,,,,B03,,,1,,1,,,50,50,1,12,4,120.700545,24.052623,4
1746,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,38,臺中市,龍井區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,3,4,4,2,16,3,10,3,1,B03,7,6,1,7,2,8,,11,11,1,12,4,120.548865,24.206248,2
1747,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,42,臺中市,西屯區,0,1,0,7,2,6,50,13,10,1,5,4,6,6,4,4,1,4,1,2,9,3,10,3,1,A04,7,3,1,1,2,16,,50,50,1,12,4,120.603502,24.18286,2
1748,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,47,臺中市,豐原區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.707748,24.244616,3
1749,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,54,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,84,84,1,5,4,120.611883,24.148844,3
1750,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,14,58,臺中市,北區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C04,7,6,3,19,1,12,,84,84,1,13,4,120.674583,24.159209,2
1751,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,0,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,6,4,120.670734,24.126481,3
1752,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,1,臺中市,外埔區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,2,5,1,11,3,10,3,1,B03,7,9,1,8,2,8,,39,39,1,12,4,120.64393,24.331784,2
1753,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,4,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,13,4,120.609847,24.137941,3
1754,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,9,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A12,,,1,,1,,,8,8,1,12,4,120.640411,24.22719,3
1755,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,10,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,84,84,1,12,4,120.655209,24.225032,3
1756,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,14,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,6,4,120.694023,24.195015,3
1757,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,15,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,84,84,1,13,4,120.657221,24.155652,3
1758,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,16,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,82,82,1,12,4,120.679006,24.14194,3
1759,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,19,臺中市,龍井區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,C03,7,1,1,10,2,11,,51,51,1,5,4,120.591415,24.181214,2
1760,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,20,臺中市,南屯區,0,0,0,7,2,6,50,11,9,1,5,4,6,6,4,4,10,5,5,2,18,,,1,1,C03,7,9,1,10,2,16,,43,43,1,12,4,120.641941,24.132651,4
1761,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,24,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,2,1,3,1,B03,7,6,1,8,1,6,,11,11,1,6,4,120.668467,24.195408,2
1762,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A12,,,1,,2,,,8,8,1,6,4,120.680556,24.176582,3
1763,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,31,臺中市,西屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,5,4,B03,7,5,1,8,1,4,,11,11,1,13,4,120.64771,24.166932,2
1764,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,36,臺中市,北區,0,3,0,7,2,6,50,4,1,1,5,4,6,6,1,1,1,4,4,2,12,2,9,1,1,C03,7,9,1,10,2,12,,39,39,1,12,4,120.68265,24.153497,2
1765,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,37,臺中市,潭子區,0,1,0,7,3,6,50,13,8,1,5,4,6,6,4,4,1,4,4,1,17,3,10,3,1,B12,7,5,1,8,2,5,,20,20,1,13,4,120.694238,24.21586,2
1766,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,40,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,40,40,1,6,4,120.653289,24.121969,3
1767,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,42,臺中市,和平區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,87,87,1,12,4,121.255398,24.258904,3
1768,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,45,臺中市,龍井區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,18,2,8,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.547646,24.201816,2
1769,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,46,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,16,,,,,B12,,,1,,1,,,14,14,1,12,4,120.638708,24.169633,3
1770,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,48,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,84,1,12,4,120.711109,24.126708,3
1771,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,51,臺中市,北屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,8,1,1,C03,7,9,1,10,2,11,,15,15,1,13,4,120.699149,24.183743,2
1772,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,15,59,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,59,59,1,6,4,120.538387,24.248233,3
1773,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,1,臺中市,神岡區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,17,3,10,5,4,B03,7,5,1,8,2,5,,84,84,1,13,4,120.696775,24.248657,2
1774,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,7,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,7,1,12,4,120.680114,24.095734,3
1775,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,10,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,1,1,5,4,5,2,13,,,,,B03,,,1,,1,,,84,84,1,12,4,120.641575,24.134848,3
1776,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,15,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,11,11,1,13,4,120.686397,24.188232,3
1777,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,17,臺中市,南區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,17,2,9,1,1,F01,7,9,7,21,2,14,,85,85,1,12,4,120.68298,24.134058,2
1778,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,21,臺中市,潭子區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,5,4,4,2,17,3,10,2,1,C03,7,9,1,10,2,11,,84,84,1,13,4,120.703407,24.210653,2
1779,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,21,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,87,87,1,6,4,120.634688,24.429641,3
1780,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,22,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,14,,,,,C03,,,1,,2,,,49,49,1,12,4,120.682828,24.158971,3
1781,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,23,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,8,8,1,13,4,120.638802,24.176995,3
1782,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,25,臺中市,神岡區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,7,7,1,13,4,120.664816,24.27374,3
1783,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,27,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,C03,,,1,8,1,,,34,34,1,12,4,120.70977,24.179048,3
1784,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,28,臺中市,梧棲區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,9,3,10,1,1,C03,7,9,1,10,2,11,,59,59,1,6,4,120.552352,24.248178,2
1785,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,32,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,12,4,120.575302,24.280409,3
1786,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,35,臺中市,西區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,6,1,10,2,12,,38,38,1,12,4,120.678368,24.136442,2
1787,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,38,臺中市,北屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,7,1,10,2,12,,40,40,1,6,4,120.693868,24.166588,2
1788,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,40,臺中市,北屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,13,3,10,2,1,C03,7,9,1,10,1,11,,7,7,1,6,4,120.725049,24.165371,2
1789,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,40,臺中市,大里區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,11,,21,21,1,12,4,120.69006,24.09269,2
1790,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,16,47,臺中市,潭子區,0,1,0,7,3,6,60,5,2,1,5,4,6,6,2,1,3,4,5,1,12,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.716241,24.198841,2
1791,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,0,臺中市,烏日區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,1,4,4,1,12,2,9,1,1,C03,7,15,1,10,2,11,,8,8,1,6,4,120.638134,24.107693,2
1792,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,1,臺中市,沙鹿區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,10,5,5,2,13,2,8,1,1,F03,7,9,7,21,2,11,,7,7,1,12,4,120.564426,24.250847,2
1793,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,2,臺中市,西區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,1,1,C03,7,5,1,10,1,12,,26,26,1,13,4,120.673647,24.143274,2
1794,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,2,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,5,5,5,2,12,2,8,2,1,C03,7,5,1,10,2,12,,84,84,1,12,4,120.729614,24.171167,2
1795,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,4,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.635879,24.181852,3
1796,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,9,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,84,84,1,12,4,120.647678,24.215028,3
1797,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,10,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.697417,24.064813,3
1798,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,10,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,59,59,1,12,4,120.704525,24.087919,3
1799,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,10,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,50,50,1,12,4,120.572418,24.264316,3
1800,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,10,臺中市,豐原區,0,1,0,7,1,6,30,11,9,1,5,4,6,1,4,4,10,5,5,2,10,3,10,5,4,C03,7,9,1,10,2,11,,41,41,1,13,4,120.749142,24.266756,2
1801,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,11,臺中市,西區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,12,4,120.663777,24.154643,3
1802,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,11,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,6,4,120.689509,24.093217,3
1803,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,18,臺中市,豐原區,0,0,0,7,1,6,50,3,9,1,5,4,6,6,2,1,5,4,5,1,12,3,10,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.720505,24.266037,3
1804,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,20,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,12,12,1,13,4,120.653277,24.176061,3
1805,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,22,臺中市,北屯區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,3,4,5,2,13,3,10,3,1,B03,7,5,1,8,2,1,,84,84,1,13,4,120.701759,24.182398,2
1806,66000,387130000C,(04)23274275,(04)23288582,2025,12,4,17,22,臺中市,大里區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,17,2,9,4,1,F01,7,6,7,21,2,12,,39,39,1,4,3,120.699269,24.096443,2
