﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
19,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,6,44,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,48,48,1,13,4,120.73156,24.140186,3
20,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,6,45,臺中市,龍井區,0,0,0,5,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,55,55,1,6,4,120.522069,24.216376,3
21,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,6,47,臺中市,北區,0,1,0,7,1,6,50,4,4,1,5,4,6,6,1,1,3,2,5,2,17,2,7,5,4,C03,7,9,1,10,2,12,,84,84,1,12,4,120.682617,24.153271,2
22,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,6,50,臺中市,北區,0,1,0,7,2,9,50,13,7,1,5,4,6,6,4,4,5,5,4,2,17,3,10,1,1,C03,7,1,1,10,2,11,,51,51,1,13,4,120.677762,24.152844,2
23,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,6,50,臺中市,南屯區,0,2,0,7,2,6,50,4,4,1,5,4,6,6,1,1,1,2,5,2,12,2,9,1,1,C03,7,9,1,8,2,11,,7,7,1,12,4,120.623141,24.145201,2
24,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,6,56,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,39,39,1,13,4,120.56845,24.206631,3
25,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,4,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,13,4,120.609744,24.185695,3
26,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,4,臺中市,霧峰區,0,1,0,6,3,6,25,12,9,1,5,4,6,6,4,4,8,4,4,1,18,2,9,1,1,C03,7,9,1,10,2,16,,84,84,1,13,4,120.714517,24.068536,2
27,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,4,臺中市,太平區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.710678,24.140807,3
28,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,5,臺中市,沙鹿區,0,1,0,6,3,6,70,3,1,1,5,4,6,6,1,1,1,4,5,1,17,3,10,3,1,B03,7,5,1,8,2,5,,20,20,1,6,4,120.603614,24.248578,2
29,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,7,臺中市,霧峰區,0,0,0,6,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,49,49,1,13,4,120.68363,24.066753,3
30,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,11,臺中市,外埔區,0,1,0,7,3,6,60,3,5,1,5,4,6,6,1,1,1,4,5,1,21,2,9,3,1,B03,7,9,1,8,2,8,,54,54,1,6,4,120.639816,24.341124,2
31,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,14,臺中市,梧棲區,0,2,0,7,2,6,70,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,7,3,1,B03,7,6,1,8,2,2,,11,11,1,12,4,120.545668,24.229122,2
32,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,15,臺中市,沙鹿區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,6,4,120.559137,24.217937,3
33,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,16,臺中市,大肚區,0,1,0,5,2,6,50,13,9,1,4,4,6,6,4,4,10,5,5,2,13,4,11,3,1,B03,7,12,1,8,1,3,,87,87,1,6,4,120.570536,24.175253,2
34,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,18,臺中市,沙鹿區,0,0,0,6,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,7,7,1,13,4,120.558745,24.218004,3
35,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,19,臺中市,大里區,0,2,0,7,2,6,50,3,2,1,4,4,6,6,4,4,5,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,14,,39,39,1,6,4,120.693614,24.092178,2
36,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,20,臺中市,清水區,0,0,0,6,,,50,,,,,,,,,,,,,,27,,,,,B03,,,5,,2,,,55,55,1,13,4,120.55338,24.265543,3
37,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,21,臺中市,大肚區,0,0,0,7,,,30,,,,,,,,,,,,,,27,,,,,B03,,,1,,2,,,59,59,1,6,4,120.577152,24.119826,3
38,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,21,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,35,,,,,B12,,,1,,2,,,51,51,1,13,4,120.659921,24.25542,3
39,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,23,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,12,4,120.696646,24.179916,3
40,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,24,臺中市,龍井區,0,1,0,7,2,6,40,3,1,1,5,4,6,6,2,1,10,5,5,2,18,2,9,2,1,C03,7,6,1,10,2,12,,87,87,1,7,4,120.582818,24.168471,2
41,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,25,臺中市,清水區,0,1,0,6,3,6,40,3,1,1,5,4,6,6,3,1,1,4,1,1,17,2,3,1,1,C03,7,6,1,10,2,14,,48,48,1,12,4,120.550609,24.293379,2
42,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,30,臺中市,西區,0,2,0,5,2,6,40,5,1,1,4,4,6,6,1,1,10,5,5,2,17,2,9,1,1,F01,7,1,7,21,2,13,,51,51,1,12,4,120.669801,24.150724,2
43,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,30,臺中市,北區,0,1,0,7,2,6,50,5,2,1,5,4,6,6,2,1,10,5,5,2,12,3,10,2,1,C03,7,9,3,19,2,12,,7,7,1,13,4,120.673854,24.164866,2
44,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,30,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,13,4,120.647037,24.156076,3
45,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,30,臺中市,龍井區,0,0,0,5,2,6,50,13,8,1,4,4,6,6,4,4,3,4,3,1,13,,,,,B03,,,1,,1,,,59,59,1,6,4,120.584951,24.186177,3
46,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,31,臺中市,南區,0,1,0,5,2,6,50,3,19,1,4,4,6,6,4,4,10,5,5,2,3,3,10,2,1,C03,7,9,1,10,2,12,,10,10,1,12,4,120.661864,24.126667,2
47,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,32,臺中市,南屯區,0,1,0,5,2,6,50,3,2,1,4,4,6,6,1,1,1,5,3,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.597536,24.155382,2
48,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,33,臺中市,潭子區,0,0,0,6,,,30,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,84,84,1,13,4,120.67516,24.204791,3
49,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,34,臺中市,清水區,0,1,0,6,2,6,50,4,1,1,5,4,6,6,2,1,1,2,4,1,17,3,10,3,1,B03,7,9,1,8,2,16,,21,21,1,13,4,120.557311,24.265257,2
50,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,35,臺中市,南區,0,1,0,6,1,6,50,13,9,1,4,4,6,6,4,4,3,4,5,2,18,2,9,5,4,C03,7,9,1,10,2,11,,84,84,1,12,4,120.670199,24.119536,2
51,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,35,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,50,50,1,12,4,120.690982,24.129706,3
52,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,36,臺中市,北屯區,0,2,0,6,2,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,120.726492,24.180291,2
53,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,37,臺中市,霧峰區,0,2,0,7,3,6,30,3,1,1,5,4,6,6,3,1,10,5,5,2,16,2,9,1,1,C03,7,6,1,10,2,11,,48,48,1,13,4,120.675129,24.032803,2
54,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,38,臺中市,南屯區,0,3,0,7,2,6,50,3,1,1,5,4,6,6,4,4,9,4,5,2,12,2,9,1,1,C03,7,1,1,11,2,11,,51,51,1,12,4,120.626293,24.112391,2
55,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,39,臺中市,烏日區,0,2,0,7,2,6,30,5,1,1,5,4,6,6,4,4,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,12,,15,15,1,6,4,120.63486,24.074461,2
56,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,40,臺中市,南屯區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,9,4,5,2,18,2,9,1,1,C03,7,9,1,10,2,14,,59,59,1,12,4,120.649444,24.135545,2
57,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,42,臺中市,南屯區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,7,7,1,12,4,120.612218,24.150269,3
58,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,42,臺中市,西屯區,0,0,0,7,,,70,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.609608,24.184261,3
59,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,43,臺中市,北屯區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,2,8,1,1,F01,7,1,7,21,2,11,,51,51,1,12,4,120.698928,24.164981,2
60,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,43,臺中市,大里區,0,0,0,5,2,6,50,13,9,1,4,4,6,6,1,1,5,2,5,2,12,,,,,A04,,,1,,1,,,40,40,1,6,4,120.696521,24.111195,3
61,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,44,臺中市,大雅區,0,2,0,6,3,6,30,3,2,1,5,4,6,6,4,4,10,5,5,1,17,2,9,1,1,C03,7,9,3,19,2,11,,7,7,1,12,4,120.668795,24.238663,2
62,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,45,臺中市,龍井區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,,,120.52361,24.208246,3
63,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,46,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.610773,24.184785,3
64,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,46,臺中市,龍井區,0,1,0,5,2,6,30,4,1,1,4,4,6,6,4,4,10,5,5,2,15,2,8,2,1,C03,7,9,1,10,2,12,,12,12,1,6,4,120.590078,24.189028,2
65,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,47,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,6,4,120.637584,24.119913,3
66,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,47,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,12,4,120.689355,24.266648,3
67,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,48,臺中市,北屯區,0,1,0,6,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,2,9,1,1,C03,7,9,1,10,2,11,12,59,59,1,6,4,120.70927,24.177511,2
68,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,49,臺中市,霧峰區,0,2,0,6,1,6,40,13,9,1,5,4,6,6,4,4,9,4,5,1,18,2,9,1,1,C03,7,9,1,10,2,12,,87,87,1,13,4,120.730023,24.072429,2
69,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,50,臺中市,東區,0,1,0,6,1,6,50,3,1,1,4,4,6,6,1,1,10,5,5,2,18,2,9,5,4,C03,7,9,1,10,2,11,,82,82,1,12,4,120.688522,24.13235,2
70,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,50,臺中市,南屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,59,59,1,6,4,120.632125,24.126548,3
71,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,50,臺中市,西屯區,0,1,0,6,2,6,40,3,1,1,5,4,6,6,2,1,10,5,5,2,17,2,9,5,4,C03,7,9,1,10,2,14,,7,7,1,13,4,120.639334,24.169224,2
72,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,50,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,4,4,6,6,4,4,5,4,5,2,18,2,9,1,1,C03,7,9,1,10,1,16,,84,84,1,12,4,120.646561,24.165142,2
73,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,50,臺中市,清水區,0,0,0,5,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,9,,,14,14,1,13,4,120.572583,24.270822,3
74,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,50,臺中市,外埔區,0,1,0,6,2,6,50,3,1,1,4,4,6,6,1,2,1,4,5,1,18,2,9,1,1,C02,7,9,1,9,2,16,,21,21,1,6,4,120.639695,24.341292,2
75,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,52,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,1,,,51,51,1,12,4,120.611147,24.13831,3
76,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,53,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,49,49,1,13,4,120.722599,24.149315,3
77,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,54,臺中市,大里區,0,0,0,5,2,6,40,13,8,1,4,4,6,6,1,1,1,4,4,1,13,,,,,B03,,,1,,2,,,51,51,1,13,4,120.698366,24.110655,3
78,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,57,臺中市,新社區,0,0,0,5,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,8,8,1,13,4,120.796055,24.218731,3
79,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,7,59,臺中市,新社區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,1,1,10,9,14,,51,51,2,12,4,120.803362,24.226631,2
80,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,0,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,11,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,12,4,120.642999,24.144033,2
81,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,0,臺中市,梧棲區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B12,7,11,1,8,2,8,,45,45,1,12,4,120.535621,24.252881,2
82,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,0,臺中市,清水區,0,0,0,6,,,60,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,7,7,1,12,4,120.561806,24.272071,3
83,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,0,臺中市,豐原區,0,0,0,6,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.710727,24.237162,3
84,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,1,臺中市,潭子區,0,0,0,7,,,30,,,,,,,,,,,,,,20,,,,,B02,,,1,,2,,,58,58,1,13,4,120.70131,24.223387,3
85,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,1,臺中市,北區,0,0,0,5,,,50,,,,,,,,,,,,,,17,,,,,B03,,,6,,1,,,85,85,1,13,4,120.674058,24.144709,4
86,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,4,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,7,7,1,13,4,120.687979,24.146751,3
87,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,4,臺中市,東區,0,1,0,7,3,6,50,3,1,1,4,4,6,6,1,1,10,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,15,,84,84,1,12,4,120.692111,24.132395,2
88,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,4,臺中市,西屯區,0,1,0,7,2,6,40,3,1,1,4,4,6,6,4,4,8,4,4,1,16,3,10,5,4,B12,7,5,1,8,2,4,,13,13,1,13,4,120.62645,24.185276,2
89,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,4,臺中市,西屯區,0,1,0,5,2,6,30,3,1,1,4,4,6,6,4,4,10,5,5,2,16,3,10,5,4,C03,7,6,1,10,2,13,,12,12,1,13,4,120.644249,24.175078,2
90,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,4,臺中市,沙鹿區,0,1,0,5,3,6,40,13,8,1,4,4,6,6,2,1,1,5,5,1,3,2,9,2,1,C03,7,9,1,10,2,11,,43,43,1,6,4,120.581331,24.207669,2
91,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,7,臺中市,中區,0,2,0,5,2,6,50,3,2,1,4,4,6,6,4,4,9,4,5,2,12,2,9,1,1,C03,7,9,1,10,2,12,,85,85,1,12,4,120.67615,24.142078,2
92,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,8,臺中市,北區,0,2,0,6,2,6,50,4,1,1,4,4,6,6,4,4,10,5,5,2,15,2,7,1,1,C03,7,9,1,10,2,11,,39,39,1,12,4,120.680991,24.153459,2
93,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,9,臺中市,西區,0,1,0,5,2,6,50,3,1,1,4,4,6,6,4,4,10,5,5,2,16,2,9,1,1,C03,7,6,3,19,2,12,,14,14,1,13,4,120.664229,24.159738,2
94,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,9,臺中市,南區,0,1,0,5,2,6,50,13,9,1,4,4,6,6,4,4,1,4,5,2,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.669599,24.127539,2
95,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,10,臺中市,大雅區,0,0,0,5,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,84,84,1,12,4,120.666324,24.217313,3
96,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,10,臺中市,外埔區,0,0,0,5,2,6,50,3,2,1,4,4,5,6,1,2,4,4,5,1,30,3,10,3,1,A12,7,9,1,3,1,16,,84,84,1,6,4,120.639694,24.341063,3
97,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,11,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,84,84,1,6,4,120.694672,24.16561,3
98,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,11,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,4,4,6,6,4,4,10,5,5,2,12,3,10,3,1,B03,7,5,1,8,2,2,,84,84,1,13,4,120.651824,24.185361,2
99,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,15,臺中市,大里區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,17,3,10,1,1,C03,7,5,1,10,2,16,,84,84,1,12,4,120.682342,24.100535,2
100,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,15,臺中市,太平區,0,1,0,5,2,6,50,3,1,1,4,4,6,6,4,4,5,5,5,1,17,2,9,2,1,C03,7,9,1,10,2,14,,85,85,1,12,4,120.711043,24.122807,2
101,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,15,臺中市,沙鹿區,0,1,0,7,2,6,50,13,8,1,4,4,6,6,4,4,5,5,4,2,18,2,8,1,1,C03,7,1,1,10,2,14,,84,84,1,12,4,120.573743,24.222319,2
102,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,16,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,7,7,1,12,4,120.679885,24.127573,3
103,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,16,臺中市,北屯區,0,1,0,5,2,6,50,13,9,1,4,4,6,6,4,4,5,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,12,4,120.704633,24.165147,2
104,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,18,臺中市,太平區,0,1,0,7,2,6,30,3,1,1,4,4,6,6,4,4,10,5,5,2,16,3,10,5,4,A12,7,6,1,7,2,4,,14,14,1,13,4,120.732482,24.137551,2
105,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,18,臺中市,沙鹿區,0,2,0,5,2,6,40,13,8,1,4,4,6,6,4,4,3,5,3,2,17,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,120.571041,24.235201,2
106,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,19,臺中市,北區,0,1,0,5,2,6,50,13,9,1,4,4,6,6,4,4,1,3,5,2,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,13,4,120.685204,24.156385,2
107,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,20,臺中市,潭子區,0,0,0,5,,,30,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,84,84,1,13,4,120.726225,24.202172,3
108,66000,387130000C,(04)23274275,(04)23288582,2025,12,1,8,22,臺中市,西區,0,1,0,5,2,6,30,13,9,1,4,4,6,6,4,4,10,4,5,2,17,3,10,1,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.650842,24.144194,2
