﻿﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分_類別,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
5309,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,11,50,臺中市,太平區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,2,5,2,30,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.723384,24.149495,2
5310,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,11,52,臺中市,大雅區,0,0,0,7,,,0,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,78,78,1,13,4,120.644475,24.204593,3
5311,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,11,52,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C02,,,1,,2,,,7,7,1,13,2,120.700566,24.110475,3
5312,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,11,56,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,14,14,1,12,4,120.640719,24.146487,3
5313,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,11,57,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,24,24,1,12,4,120.697361,24.156714,3
5314,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,11,57,臺中市,南區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,5,1,10,2,12,,11,11,1,13,4,120.678278,24.133497,2
5315,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,0,臺中市,南屯區,0,2,0,7,1,6,50,3,2,1,5,4,6,6,4,4,10,5,5,2,13,2,9,1,1,C01,7,9,1,9,2,11,,7,7,1,6,4,120.610716,24.144794,2
5316,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,2,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,9,,,,,B03,,,1,,2,,,84,84,1,12,4,120.67904,24.206115,3
5317,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,6,臺中市,豐原區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,30,3,10,3,1,B12,7,15,1,8,9,9,,84,84,1,12,4,120.70904,24.245437,3
5318,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,7,臺中市,南區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,2,5,2,10,2,8,5,4,C03,7,9,1,10,2,11,,4,4,1,13,4,120.673336,24.126128,2
5319,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,15,臺中市,大里區,0,1,0,7,3,6,50,3,2,1,5,4,6,6,4,4,3,4,4,1,16,3,10,5,4,B12,7,5,1,8,2,2,,8,8,1,13,4,120.679363,24.104092,2
5320,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,18,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,39,39,1,12,4,120.656935,24.150756,3
5321,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,18,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,5,,11,,,48,48,1,13,4,120.628852,24.340516,3
5322,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,26,臺中市,北區,0,1,0,7,2,6,50,4,8,1,5,4,6,6,1,1,5,4,4,2,17,3,10,5,1,C03,7,9,1,10,2,12,,7,7,1,13,4,120.674154,24.164682,2
5323,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,26,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,6,,11,11,1,13,4,120.620854,24.13999,2
5324,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,26,臺中市,清水區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,11,11,1,12,4,120.574034,24.274043,3
5325,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,30,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,84,84,1,13,4,120.685462,24.147907,3
5326,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,30,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.620505,24.183806,3
5327,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,32,臺中市,北區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,5,4,B03,7,15,1,8,2,2,,39,39,1,13,4,120.685972,24.154798,2
5328,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,32,臺中市,東勢區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,55,55,1,12,4,120.824557,24.266926,3
5329,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,35,臺中市,南屯區,0,0,0,7,3,6,0,13,9,1,5,4,6,6,4,4,9,5,5,2,14,,,,,B03,,,1,,2,,,49,49,1,12,4,120.647438,24.129659,3
5330,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,39,臺中市,南區,0,0,0,7,,,40,,,,,,,,,,,,,,17,,,,,,,,,,,,,86,86,1,,,120.675358,24.124712,3
5331,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,45,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,12,4,120.724869,24.117163,3
5332,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,46,臺中市,西屯區,0,1,0,6,2,6,35,13,9,1,5,4,6,6,4,4,10,4,5,1,3,3,10,1,1,C03,7,9,1,10,2,11,,59,59,1,13,4,120.630458,24.176835,2
5333,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,50,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,2,,,7,7,1,12,4,120.648965,24.117635,3
5334,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,59,59,1,12,4,120.646487,24.171239,3
5335,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,12,51,臺中市,大里區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,3,10,2,1,C03,7,6,1,10,2,11,,14,14,1,6,4,120.715111,24.086172,2
5336,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,0,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,15,,,,,B03,,,1,,1,,,15,15,1,6,4,120.547814,24.243274,3
5337,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,6,臺中市,龍井區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,15,15,1,12,4,120.544724,24.205621,3
5338,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,10,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.63399,24.144956,3
5339,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,10,臺中市,龍井區,0,0,0,7,,,60,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,68,68,1,12,4,120.508834,24.19089,3
5340,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,14,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,A12,,,1,,2,,,84,84,1,12,4,120.629612,24.11605,3
5341,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,17,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,8,8,1,12,4,120.659687,24.157317,3
5342,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,17,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,30,,,,,B03,,,1,,9,,,84,84,1,12,4,120.682795,24.19341,3
5343,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,18,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,47,47,1,13,4,120.634298,24.156485,3
5344,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,20,臺中市,潭子區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,9,4,4,2,16,2,9,2,1,C03,7,4,1,10,2,12,,84,84,1,12,4,120.707229,24.231273,2
5345,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,23,臺中市,東區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,12,3,10,3,1,B03,7,9,1,8,1,5,,87,87,1,13,4,120.693808,24.142708,2
5346,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,27,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,23,2,9,3,1,B12,7,6,1,8,2,5,,59,59,1,12,4,120.593924,24.191442,2
5347,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,27,臺中市,龍井區,0,2,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,3,10,3,1,B03,7,1,1,8,2,1,,51,51,1,6,4,120.583378,24.179261,2
5348,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,31,臺中市,北屯區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,4,5,2,12,3,10,3,1,B03,7,1,1,8,2,8,,51,51,1,6,4,120.735486,24.160019,2
5349,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,33,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,30,,,,,B03,,,1,,1,,,8,8,1,11,4,120.646071,24.181936,3
5350,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,40,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,11,11,1,12,4,120.679264,24.119235,3
5351,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,59,59,1,12,4,120.671342,24.189352,3
5352,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,50,臺中市,南區,0,0,0,7,2,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,13,,,,,C02,,,1,,2,,,7,7,1,13,4,120.669873,24.118572,3
5353,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,53,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,39,39,1,6,4,120.620425,24.348056,3
5354,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,13,54,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,62,62,1,12,4,120.648771,24.167638,3
5355,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,0,臺中市,龍井區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,4,4,5,5,5,1,2,3,10,5,4,C03,7,9,1,10,9,15,,85,85,2,6,4,120.587691,24.181256,2
5356,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,1,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,3,10,2,1,C03,7,9,3,19,2,11,,21,21,1,12,4,120.65512,24.1488,2
5357,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,3,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,13,4,120.66983,24.125735,4
5358,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,7,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,17,,,,,A11,,,1,,2,,,8,8,1,13,4,120.706259,24.109128,3
5359,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,7,臺中市,神岡區,0,0,0,7,,,15,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,51,51,1,6,4,120.696478,24.248607,3
5360,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,10,臺中市,大雅區,0,1,0,7,1,6,50,3,2,1,5,4,6,6,3,1,5,5,5,1,17,3,10,3,1,B12,7,6,1,8,2,8,,84,84,1,13,4,120.650838,24.218423,2
5361,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,10,臺中市,沙鹿區,0,0,0,7,2,6,0,13,21,4,5,4,6,6,4,4,10,5,5,2,14,,,,,C03,,,1,,2,,,49,49,1,12,4,120.574488,24.228664,3
5362,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,15,臺中市,北區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,10,2,8,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.675648,24.164232,2
5363,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,20,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.683595,24.148102,3
5364,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,25,臺中市,大雅區,0,1,0,7,3,6,50,4,2,1,5,4,6,6,1,1,5,2,5,1,17,3,10,3,1,B03,7,5,1,8,2,5,,11,11,1,12,4,120.67211,24.228777,2
5365,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,26,臺中市,龍井區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,10,5,1,1,13,3,10,5,4,C03,7,9,1,10,2,11,,7,7,1,5,4,120.580157,24.189864,2
5366,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,35,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,10,,,87,87,1,12,4,120.63992,24.147113,3
5367,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,36,臺中市,太平區,0,0,0,7,2,6,30,,,,,,,,,,,,,,,,,,,A11,,,1,,2,5,,49,49,1,12,4,120.727943,24.113563,3
5368,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,37,臺中市,東區,0,1,0,7,2,6,50,5,2,1,5,4,6,6,1,1,9,4,5,2,17,2,8,1,1,C03,7,9,1,10,2,12,,4,4,1,12,4,120.689628,24.138916,2
5369,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,38,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,10,5,5,1,12,3,10,3,1,B03,7,9,1,8,2,2,,85,85,1,6,4,120.733124,24.086872,2
5370,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,43,臺中市,西屯區,0,0,0,7,2,6,40,4,1,1,5,4,6,6,1,1,1,4,1,2,12,,,,,B03,,,1,,1,,,40,40,1,13,4,120.647847,24.196114,3
5371,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,47,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,1,,,51,51,1,6,4,120.680005,24.174562,3
5372,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,52,臺中市,南屯區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,12,2,9,1,1,C03,7,9,1,10,2,14,,8,8,1,12,4,120.638693,24.142257,2
5373,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,55,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,11,,,59,59,1,12,4,120.663546,24.258109,3
5374,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,14,59,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,A41,,,1,1,2,,,84,84,1,13,4,120.691165,24.071151,3
5375,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,2,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,51,51,1,6,4,120.707978,24.188198,3
5376,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,8,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,7,7,1,12,4,120.650118,24.120638,3
5377,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,10,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,49,49,1,13,4,120.671919,24.166781,3
5378,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,13,臺中市,大里區,0,1,0,7,2,6,40,5,1,1,5,4,6,6,1,1,10,5,5,1,16,2,9,1,1,C03,7,9,3,19,2,14,,84,84,1,12,4,120.653433,24.089967,2
5379,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,16,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,11,,,,,A12,,,1,,2,,,8,8,1,12,4,120.67907,24.239205,3
5380,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,19,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,7,1,12,4,120.676478,24.15742,3
5381,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,21,臺中市,北屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,2,5,2,13,2,9,2,1,C03,7,9,1,10,2,16,,7,7,1,12,4,120.706205,24.1697,2
5382,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,28,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,13,2,9,1,1,C03,7,9,1,10,2,11,14,7,7,1,13,4,120.697247,24.156508,2
5383,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,32,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,A12,,,1,,2,,,59,59,1,6,4,120.751897,24.271252,3
5384,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,33,臺中市,北區,0,4,0,7,3,6,50,4,1,1,5,4,6,6,1,1,1,4,5,2,17,3,10,3,1,A05,7,5,1,2,2,5,,47,47,1,12,4,120.671743,24.171676,2
5385,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,36,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,50,50,1,12,4,120.651792,24.135043,3
5386,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,40,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,6,4,120.723152,24.181702,3
5387,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,41,臺中市,大肚區,0,1,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,2,8,2,1,C03,7,1,1,10,2,14,,51,51,1,6,4,120.574321,24.122204,2
5388,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,42,臺中市,北區,0,0,0,7,,,30,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,7,1,13,4,120.667846,24.157155,3
5389,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,43,臺中市,梧棲區,0,2,0,7,3,6,70,4,1,1,5,4,6,6,1,1,10,5,5,2,15,2,9,1,1,C03,7,9,1,10,2,14,,21,21,1,6,4,120.538654,24.249079,2
5390,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,45,臺中市,后里區,0,0,0,7,2,6,50,3,1,1,5,4,6,6,1,1,4,4,4,1,16,3,10,3,1,B03,7,5,1,8,1,5,,11,11,1,12,4,120.710405,24.310799,3
5391,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,46,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,40,40,1,12,4,120.632181,24.170623,3
5392,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,48,臺中市,大肚區,0,0,0,7,2,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,11,3,10,1,1,F01,7,9,7,21,6,14,,41,41,1,6,4,120.542781,24.150521,3
5393,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,50,臺中市,西區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,12,4,120.65714,24.157107,2
5394,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,50,臺中市,龍井區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,41,41,1,6,4,120.572349,24.179333,3
5395,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,53,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,78,78,1,13,4,120.696573,24.16681,3
5396,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,54,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,35,35,1,12,4,120.671167,24.145476,3
5397,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,55,臺中市,太平區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,5,5,1,13,3,10,2,1,C03,7,9,1,10,2,11,,39,39,1,12,4,120.73324,24.142752,2
5398,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,55,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,50,50,1,6,4,120.568466,24.203022,3
5399,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,56,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,28,,,,,B02,,,1,,1,,,84,84,1,6,4,120.64158,24.291625,3
5400,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,57,臺中市,南區,0,0,0,7,,,30,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,84,84,1,12,4,120.670659,24.111109,3
5401,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,57,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.636724,24.170849,3
5402,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,58,臺中市,中區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,2,9,2,1,C03,7,9,1,10,2,11,,7,7,1,12,2,120.681426,24.140865,2
5403,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,15,58,臺中市,南屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,2,1,1,4,5,2,12,2,9,2,1,C03,7,8,1,10,2,14,,40,40,1,13,4,120.647022,24.139573,2
5404,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,0,臺中市,石岡區,0,0,0,7,2,6,70,13,2,1,5,4,6,6,1,1,1,2,5,1,13,3,10,5,4,B12,7,9,1,8,2,1,,84,84,1,13,4,120.81647,24.260138,3
5405,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,2,臺中市,南屯區,0,0,0,7,3,6,80,13,9,1,5,4,6,6,4,4,3,4,5,2,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.623033,24.140267,3
5406,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,5,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,11,11,1,6,4,120.544205,24.246878,3
5407,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,8,臺中市,潭子區,0,3,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,2,8,2,1,C03,7,9,1,10,2,12,,12,12,1,13,4,120.693321,24.217606,2
5408,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,13,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,20,20,1,12,4,120.69847,24.096527,3
5409,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,14,臺中市,龍井區,0,0,0,7,,,40,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,84,84,1,12,4,120.53884,24.206458,3
5410,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,15,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,87,87,1,6,4,120.638076,24.106569,3
5411,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,19,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,3,10,1,1,C03,7,9,1,10,2,12,,15,15,1,12,4,120.719749,24.114797,2
5412,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,22,臺中市,西屯區,0,0,0,7,3,6,50,13,8,1,5,4,6,6,4,4,1,4,1,2,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.645047,24.195509,3
5413,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,23,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,6,4,120.697745,24.170349,3
5414,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,23,臺中市,北屯區,0,2,0,7,2,6,50,13,8,1,5,4,6,6,4,4,5,4,4,2,12,2,9,1,1,C03,7,15,3,19,2,14,,42,42,1,6,4,120.660434,24.189456,2
5415,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,25,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,59,59,1,12,4,120.637228,24.13788,3
5416,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,25,臺中市,南屯區,0,0,0,7,,,80,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,7,7,1,12,4,120.623033,24.140267,3
5417,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,30,臺中市,南區,0,2,0,7,3,6,50,3,2,1,5,4,6,6,4,4,10,5,5,2,16,2,1,5,4,F01,7,6,7,21,2,14,,84,84,1,12,4,120.681106,24.124915,2
5418,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,33,臺中市,太平區,0,2,0,7,2,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,2,8,1,1,C03,7,1,1,10,2,14,,51,51,1,12,4,120.724213,24.138148,2
5419,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,34,臺中市,北區,0,1,0,7,2,6,50,4,1,1,5,4,1,6,2,1,5,4,4,2,16,3,10,3,1,B03,7,5,1,8,2,5,,47,47,1,13,4,120.670506,24.159216,2
5420,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,34,臺中市,神岡區,0,0,0,6,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,49,1,12,4,120.688296,24.256115,3
5421,66000,387130000C,(04)23274275,(04)23288582,2025,03,14,16,36,臺中市,南屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,4,4,2,16,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,13,4,120.648711,24.15078,2
